country,department,course_name,mandatory_flag,assignment_month,learning_record_count,completed_count,overdue_count,completion_rate,overdue_rate,avg_days_to_complete
UK,Sales,Health and Safety,1,2025-09-01 00:00:00,1,1,0,1.0,0.0,10.0
UK,People,Advanced Analytics,0,2025-02-01 00:00:00,2,2,0,1.0,0.0,8.0
UK,Finance,Leadership Essentials,0,2025-02-01 00:00:00,4,3,1,0.75,0.25,6.3
UK,Sales,Code of Conduct,1,2026-01-01 00:00:00,4,4,0,1.0,0.0,8.3
Netherlands,Supply Chain,Leadership Essentials,0,2025-05-01 00:00:00,2,2,0,1.0,0.0,37.0
France,Commercial,Data Protection,1,2025-04-01 00:00:00,1,1,0,1.0,0.0,4.0
Germany,Operations,Leadership Essentials,0,2026-01-01 00:00:00,5,0,2,0.0,0.4,
France,Operations,Advanced Analytics,0,2025-05-01 00:00:00,2,0,2,0.0,1.0,
Germany,Supply Chain,Advanced Analytics,0,2025-09-01 00:00:00,4,2,2,0.5,0.5,25.0
Ireland,Supply Chain,Advanced Analytics,0,2025-01-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Data Protection,1,2025-10-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Sales,Advanced Analytics,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,11.0
Germany,Customer Support,Stakeholder Management,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,26.0
Germany,Sales,Advanced Analytics,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,34.0
Ireland,Customer Support,Stakeholder Management,0,2025-05-01 00:00:00,2,1,1,0.5,0.5,21.0
Germany,Technology,Advanced Analytics,0,2025-01-01 00:00:00,1,0,1,0.0,1.0,
Germany,Finance,Health and Safety,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,3.0
Ireland,Technology,Data Protection,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,19.0
France,Finance,Stakeholder Management,0,2025-02-01 00:00:00,3,3,0,1.0,0.0,11.3
Germany,People,Leadership Essentials,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,People,Stakeholder Management,0,2025-07-01 00:00:00,2,2,0,1.0,0.0,12.5
Netherlands,Commercial,Advanced Analytics,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,7.0
Netherlands,Sales,Health and Safety,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,4.0
Germany,Operations,Leadership Essentials,0,2025-03-01 00:00:00,2,0,2,0.0,1.0,
Ireland,Operations,Advanced Analytics,0,2026-03-01 00:00:00,1,0,0,0.0,0.0,
Ireland,Operations,Data Protection,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,53.0
UK,Commercial,Code of Conduct,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,12.0
Ireland,Supply Chain,Advanced Analytics,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,8.0
Ireland,Sales,Code of Conduct,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,19.0
UK,People,Data Protection,1,2025-05-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Supply Chain,Leadership Essentials,0,2025-03-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Technology,Data Protection,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,15.0
Germany,Supply Chain,Health and Safety,1,2025-09-01 00:00:00,2,1,1,0.5,0.5,44.0
Ireland,Technology,Stakeholder Management,0,2025-12-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Supply Chain,Leadership Essentials,0,2025-11-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Commercial,Advanced Analytics,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,14.0
Germany,People,Leadership Essentials,0,2025-08-01 00:00:00,1,0,1,0.0,1.0,
Germany,Sales,Code of Conduct,1,2025-07-01 00:00:00,2,1,1,0.5,0.5,17.0
Ireland,Supply Chain,Leadership Essentials,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,17.0
Germany,People,Health and Safety,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,10.0
France,Sales,Code of Conduct,1,2025-02-01 00:00:00,1,0,1,0.0,1.0,
UK,Customer Support,Stakeholder Management,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,25.0
UK,Commercial,Advanced Analytics,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,18.0
Ireland,Customer Support,Stakeholder Management,0,2026-01-01 00:00:00,1,0,0,0.0,0.0,
Germany,Technology,Data Protection,1,2025-04-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Sales,Leadership Essentials,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,6.0
Netherlands,Finance,Stakeholder Management,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,0.0
UK,Customer Support,Data Protection,1,2025-10-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Technology,Code of Conduct,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,18.0
Ireland,Supply Chain,Data Protection,1,2025-01-01 00:00:00,1,1,0,1.0,0.0,30.0
France,Commercial,Stakeholder Management,0,2025-07-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Finance,Advanced Analytics,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,8.0
France,Technology,Data Protection,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,10.0
France,Customer Support,Advanced Analytics,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,17.0
Germany,People,Advanced Analytics,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,4.0
UK,Customer Support,Leadership Essentials,0,2026-02-01 00:00:00,3,2,0,0.6667,0.0,14.5
France,Customer Support,Leadership Essentials,0,2025-04-01 00:00:00,1,0,1,0.0,1.0,
UK,Customer Support,Stakeholder Management,0,2025-09-01 00:00:00,3,1,2,0.3333,0.6667,8.0
Netherlands,Finance,Stakeholder Management,0,2025-04-01 00:00:00,2,2,0,1.0,0.0,6.0
Germany,Technology,Health and Safety,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,19.0
Germany,Operations,Stakeholder Management,0,2025-08-01 00:00:00,4,1,3,0.25,0.75,56.0
UK,Sales,Advanced Analytics,0,2026-03-01 00:00:00,5,5,0,1.0,0.0,7.4
UK,Customer Support,Advanced Analytics,0,2026-03-01 00:00:00,4,3,0,0.75,0.0,5.0
UK,Sales,Data Protection,1,2025-02-01 00:00:00,2,2,0,1.0,0.0,19.0
UK,Customer Support,Health and Safety,1,2025-08-01 00:00:00,3,3,0,1.0,0.0,14.3
UK,Operations,Stakeholder Management,0,2025-10-01 00:00:00,13,7,6,0.5385,0.4615,32.3
Germany,Operations,Advanced Analytics,0,2026-03-01 00:00:00,4,1,0,0.25,0.0,6.0
UK,Commercial,Leadership Essentials,0,2025-06-01 00:00:00,3,3,0,1.0,0.0,9.7
UK,Finance,Advanced Analytics,0,2025-04-01 00:00:00,4,4,0,1.0,0.0,12.3
UK,Operations,Code of Conduct,1,2025-06-01 00:00:00,14,12,2,0.8571,0.1429,28.2
UK,Finance,Leadership Essentials,0,2025-09-01 00:00:00,5,4,1,0.8,0.2,14.3
UK,Finance,Stakeholder Management,0,2026-02-01 00:00:00,3,2,0,0.6667,0.0,2.5
Germany,Operations,Data Protection,1,2025-10-01 00:00:00,4,3,1,0.75,0.25,29.3
Germany,Commercial,Stakeholder Management,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,35.0
UK,Supply Chain,Code of Conduct,1,2025-10-01 00:00:00,3,3,0,1.0,0.0,23.7
Ireland,Technology,Advanced Analytics,0,2026-01-01 00:00:00,2,1,0,0.5,0.0,12.0
UK,Customer Support,Data Protection,1,2025-07-01 00:00:00,4,3,1,0.75,0.25,16.3
UK,People,Advanced Analytics,0,2025-09-01 00:00:00,3,2,1,0.6667,0.3333,9.0
UK,Customer Support,Health and Safety,1,2026-01-01 00:00:00,10,8,2,0.8,0.2,14.5
UK,Operations,Leadership Essentials,0,2025-02-01 00:00:00,11,6,5,0.5455,0.4545,40.7
France,Finance,Health and Safety,1,2026-01-01 00:00:00,1,0,1,0.0,1.0,
France,Supply Chain,Data Protection,1,2025-07-01 00:00:00,2,1,1,0.5,0.5,37.0
France,Finance,Health and Safety,1,2025-05-01 00:00:00,1,1,0,1.0,0.0,3.0
Netherlands,Commercial,Leadership Essentials,0,2025-09-01 00:00:00,1,0,1,0.0,1.0,
UK,Technology,Advanced Analytics,0,2026-02-01 00:00:00,6,4,0,0.6667,0.0,9.3
Ireland,Finance,Stakeholder Management,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,22.0
France,Customer Support,Advanced Analytics,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,34.0
Netherlands,Supply Chain,Health and Safety,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,15.0
Germany,Commercial,Stakeholder Management,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,25.0
Netherlands,Supply Chain,Stakeholder Management,0,2025-03-01 00:00:00,1,1,0,1.0,0.0,24.0
Germany,Supply Chain,Code of Conduct,1,2025-01-01 00:00:00,2,1,1,0.5,0.5,43.0
France,Customer Support,Data Protection,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,19.0
UK,Supply Chain,Stakeholder Management,0,2026-03-01 00:00:00,5,4,0,0.8,0.0,7.3
UK,Finance,Health and Safety,1,2026-03-01 00:00:00,2,2,0,1.0,0.0,6.0
Germany,Operations,Stakeholder Management,0,2025-05-01 00:00:00,2,0,2,0.0,1.0,
Netherlands,Technology,Leadership Essentials,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,17.0
Netherlands,Customer Support,Code of Conduct,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,12.0
Germany,Commercial,Stakeholder Management,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,14.0
Ireland,Operations,Leadership Essentials,0,2025-10-01 00:00:00,2,2,0,1.0,0.0,21.0
UK,Supply Chain,Advanced Analytics,0,2025-12-01 00:00:00,8,4,4,0.5,0.5,26.5
Netherlands,Sales,Stakeholder Management,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,3.0
Germany,People,Stakeholder Management,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,19.0
Germany,People,Advanced Analytics,0,2025-03-01 00:00:00,2,2,0,1.0,0.0,11.5
France,Finance,Health and Safety,1,2025-08-01 00:00:00,2,2,0,1.0,0.0,7.0
UK,Commercial,Advanced Analytics,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,13.0
Germany,Operations,Stakeholder Management,0,2025-03-01 00:00:00,3,1,2,0.3333,0.6667,61.0
UK,People,Leadership Essentials,0,2026-02-01 00:00:00,2,2,0,1.0,0.0,6.5
UK,Technology,Stakeholder Management,0,2025-05-01 00:00:00,2,2,0,1.0,0.0,9.0
France,Operations,Data Protection,1,2025-07-01 00:00:00,2,1,1,0.5,0.5,15.0
Netherlands,Operations,Advanced Analytics,0,2025-06-01 00:00:00,1,0,1,0.0,1.0,
UK,Sales,Health and Safety,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,10.0
UK,Technology,Stakeholder Management,0,2025-03-01 00:00:00,5,3,2,0.6,0.4,19.0
UK,Operations,Advanced Analytics,0,2025-06-01 00:00:00,9,3,6,0.3333,0.6667,45.0
UK,Sales,Stakeholder Management,0,2025-06-01 00:00:00,3,1,2,0.3333,0.6667,6.0
France,Supply Chain,Stakeholder Management,0,2025-07-01 00:00:00,2,0,2,0.0,1.0,
Ireland,Technology,Data Protection,1,2025-01-01 00:00:00,3,3,0,1.0,0.0,11.0
Ireland,Technology,Stakeholder Management,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,15.0
Germany,Supply Chain,Health and Safety,1,2025-02-01 00:00:00,4,1,3,0.25,0.75,15.0
Germany,Supply Chain,Advanced Analytics,0,2025-02-01 00:00:00,4,1,3,0.25,0.75,15.0
Germany,Supply Chain,Stakeholder Management,0,2025-08-01 00:00:00,3,0,3,0.0,1.0,
Netherlands,Commercial,Health and Safety,1,2026-01-01 00:00:00,1,1,0,1.0,0.0,12.0
France,Commercial,Data Protection,1,2026-03-01 00:00:00,1,0,0,0.0,0.0,
France,Sales,Stakeholder Management,0,2025-12-01 00:00:00,2,1,1,0.5,0.5,9.0
Germany,People,Stakeholder Management,0,2025-11-01 00:00:00,5,5,0,1.0,0.0,7.0
UK,Technology,Stakeholder Management,0,2025-08-01 00:00:00,4,2,2,0.5,0.5,17.0
Germany,Customer Support,Advanced Analytics,0,2026-03-01 00:00:00,1,1,0,1.0,0.0,11.0
UK,Customer Support,Health and Safety,1,2025-03-01 00:00:00,3,3,0,1.0,0.0,18.0
Germany,Customer Support,Stakeholder Management,0,2025-12-01 00:00:00,1,0,0,0.0,0.0,
France,Technology,Advanced Analytics,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,6.0
France,Technology,Leadership Essentials,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,10.0
France,Finance,Leadership Essentials,0,2026-03-01 00:00:00,2,2,0,1.0,0.0,8.0
France,Finance,Advanced Analytics,0,2025-09-01 00:00:00,2,2,0,1.0,0.0,17.5
France,Operations,Stakeholder Management,0,2025-06-01 00:00:00,5,1,4,0.2,0.8,34.0
Ireland,Sales,Leadership Essentials,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,36.0
Germany,Operations,Stakeholder Management,0,2026-01-01 00:00:00,4,1,0,0.25,0.0,45.0
UK,Technology,Data Protection,1,2025-03-01 00:00:00,2,2,0,1.0,0.0,12.0
UK,Technology,Code of Conduct,1,2026-03-01 00:00:00,3,3,0,1.0,0.0,6.3
UK,Customer Support,Health and Safety,1,2025-05-01 00:00:00,4,4,0,1.0,0.0,12.3
Netherlands,Supply Chain,Stakeholder Management,0,2026-01-01 00:00:00,2,1,0,0.5,0.0,8.0
Germany,Supply Chain,Stakeholder Management,0,2025-05-01 00:00:00,3,0,3,0.0,1.0,
Netherlands,Commercial,Data Protection,1,2025-12-01 00:00:00,2,2,0,1.0,0.0,14.5
France,Finance,Health and Safety,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,5.0
Netherlands,Sales,Code of Conduct,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,24.0
Germany,Supply Chain,Stakeholder Management,0,2025-03-01 00:00:00,2,1,1,0.5,0.5,39.0
UK,Commercial,Code of Conduct,1,2025-12-01 00:00:00,1,0,1,0.0,1.0,
Germany,Operations,Code of Conduct,1,2025-09-01 00:00:00,3,2,1,0.6667,0.3333,31.5
Netherlands,Operations,Stakeholder Management,0,2026-03-01 00:00:00,1,0,0,0.0,0.0,
France,Operations,Health and Safety,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,10.0
UK,Technology,Data Protection,1,2025-08-01 00:00:00,2,2,0,1.0,0.0,11.5
UK,Finance,Code of Conduct,1,2025-10-01 00:00:00,3,3,0,1.0,0.0,6.0
UK,Technology,Stakeholder Management,0,2026-01-01 00:00:00,2,1,0,0.5,0.0,11.0
Germany,People,Code of Conduct,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,13.0
Netherlands,Operations,Code of Conduct,1,2026-02-01 00:00:00,2,2,0,1.0,0.0,17.5
Germany,People,Advanced Analytics,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,15.0
Netherlands,Commercial,Advanced Analytics,0,2025-04-01 00:00:00,1,0,1,0.0,1.0,
France,Sales,Data Protection,1,2025-03-01 00:00:00,1,0,1,0.0,1.0,
Germany,Technology,Stakeholder Management,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,13.0
Netherlands,People,Advanced Analytics,0,2026-01-01 00:00:00,1,1,0,1.0,0.0,2.0
France,People,Stakeholder Management,0,2025-04-01 00:00:00,1,0,1,0.0,1.0,
UK,People,Code of Conduct,1,2025-05-01 00:00:00,1,0,1,0.0,1.0,
Germany,Supply Chain,Stakeholder Management,0,2026-01-01 00:00:00,2,0,0,0.0,0.0,
Netherlands,Customer Support,Stakeholder Management,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,35.0
Ireland,Sales,Advanced Analytics,0,2025-01-01 00:00:00,1,0,1,0.0,1.0,
France,People,Health and Safety,1,2026-03-01 00:00:00,1,1,0,1.0,0.0,3.0
Germany,Operations,Health and Safety,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,32.0
Germany,People,Advanced Analytics,0,2025-08-01 00:00:00,1,1,0,1.0,0.0,11.0
Germany,Sales,Health and Safety,1,2025-02-01 00:00:00,1,1,0,1.0,0.0,17.0
Germany,People,Data Protection,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,12.0
UK,People,Code of Conduct,1,2025-08-01 00:00:00,2,2,0,1.0,0.0,2.5
Germany,Technology,Advanced Analytics,0,2025-12-01 00:00:00,3,0,3,0.0,1.0,
Ireland,Commercial,Data Protection,1,2025-06-01 00:00:00,1,1,0,1.0,0.0,11.0
Ireland,Supply Chain,Advanced Analytics,0,2025-12-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Finance,Code of Conduct,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,8.0
Ireland,Customer Support,Code of Conduct,1,2025-04-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Sales,Leadership Essentials,0,2025-01-01 00:00:00,1,1,0,1.0,0.0,30.0
Ireland,Sales,Health and Safety,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,13.0
Germany,Supply Chain,Data Protection,1,2025-06-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Leadership Essentials,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,14.0
France,Technology,Leadership Essentials,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,16.0
France,Technology,Code of Conduct,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,12.0
Ireland,Customer Support,Stakeholder Management,0,2025-09-01 00:00:00,2,1,1,0.5,0.5,18.0
France,Technology,Leadership Essentials,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,25.0
UK,Operations,Leadership Essentials,0,2025-05-01 00:00:00,23,12,11,0.5217,0.4783,30.2
UK,Operations,Leadership Essentials,0,2025-03-01 00:00:00,14,6,8,0.4286,0.5714,27.0
France,Customer Support,Health and Safety,1,2026-03-01 00:00:00,1,0,0,0.0,0.0,
UK,Customer Support,Data Protection,1,2025-01-01 00:00:00,5,2,3,0.4,0.6,11.0
UK,Sales,Code of Conduct,1,2025-09-01 00:00:00,2,2,0,1.0,0.0,10.5
Netherlands,Finance,Leadership Essentials,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,5.0
UK,Operations,Leadership Essentials,0,2025-08-01 00:00:00,13,6,7,0.4615,0.5385,34.2
France,Supply Chain,Stakeholder Management,0,2025-11-01 00:00:00,1,1,0,1.0,0.0,12.0
UK,Sales,Health and Safety,1,2025-08-01 00:00:00,4,3,1,0.75,0.25,8.3
UK,Customer Support,Leadership Essentials,0,2025-06-01 00:00:00,10,8,2,0.8,0.2,23.8
UK,Sales,Stakeholder Management,0,2026-02-01 00:00:00,5,5,0,1.0,0.0,16.8
Germany,Supply Chain,Health and Safety,1,2025-08-01 00:00:00,2,1,1,0.5,0.5,23.0
France,Operations,Advanced Analytics,0,2025-09-01 00:00:00,3,1,2,0.3333,0.6667,10.0
UK,Sales,Data Protection,1,2025-08-01 00:00:00,2,2,0,1.0,0.0,18.0
UK,Sales,Health and Safety,1,2025-03-01 00:00:00,5,5,0,1.0,0.0,15.6
Netherlands,Supply Chain,Leadership Essentials,0,2025-09-01 00:00:00,3,2,1,0.6667,0.3333,41.0
UK,Operations,Stakeholder Management,0,2025-12-01 00:00:00,15,2,12,0.1333,0.8,35.5
Germany,Supply Chain,Advanced Analytics,0,2025-05-01 00:00:00,2,0,2,0.0,1.0,
Germany,Sales,Health and Safety,1,2025-08-01 00:00:00,2,1,1,0.5,0.5,6.0
UK,Operations,Leadership Essentials,0,2026-01-01 00:00:00,12,9,1,0.75,0.0833,31.4
UK,Operations,Advanced Analytics,0,2026-02-01 00:00:00,12,3,0,0.25,0.0,29.3
Germany,Operations,Health and Safety,1,2025-05-01 00:00:00,1,0,1,0.0,1.0,
UK,Sales,Data Protection,1,2025-03-01 00:00:00,4,4,0,1.0,0.0,13.8
France,Operations,Leadership Essentials,0,2026-01-01 00:00:00,2,2,0,1.0,0.0,49.5
Germany,Sales,Data Protection,1,2025-01-01 00:00:00,2,2,0,1.0,0.0,9.0
Netherlands,Technology,Leadership Essentials,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,16.0
France,Supply Chain,Stakeholder Management,0,2025-01-01 00:00:00,2,1,1,0.5,0.5,12.0
Netherlands,Sales,Code of Conduct,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,8.0
France,Technology,Data Protection,1,2026-02-01 00:00:00,1,1,0,1.0,0.0,4.0
France,Operations,Leadership Essentials,0,2025-05-01 00:00:00,1,1,0,1.0,0.0,16.0
Germany,Commercial,Advanced Analytics,0,2025-11-01 00:00:00,4,3,1,0.75,0.25,25.3
Germany,Operations,Leadership Essentials,0,2025-09-01 00:00:00,4,0,4,0.0,1.0,
Germany,Supply Chain,Advanced Analytics,0,2026-01-01 00:00:00,2,0,2,0.0,1.0,
UK,Sales,Health and Safety,1,2026-01-01 00:00:00,2,2,0,1.0,0.0,22.0
Netherlands,Technology,Advanced Analytics,0,2026-03-01 00:00:00,3,3,0,1.0,0.0,6.7
UK,Technology,Leadership Essentials,0,2025-09-01 00:00:00,3,1,2,0.3333,0.6667,11.0
UK,Commercial,Leadership Essentials,0,2026-02-01 00:00:00,2,1,0,0.5,0.0,17.0
France,Sales,Advanced Analytics,0,2025-06-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Health and Safety,1,2025-06-01 00:00:00,5,3,2,0.6,0.4,31.3
Germany,Finance,Advanced Analytics,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,3.0
UK,Operations,Code of Conduct,1,2026-02-01 00:00:00,6,6,0,1.0,0.0,26.2
UK,Sales,Leadership Essentials,0,2026-03-01 00:00:00,6,4,0,0.6667,0.0,12.8
France,Customer Support,Code of Conduct,1,2025-08-01 00:00:00,1,0,1,0.0,1.0,
France,Customer Support,Advanced Analytics,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,41.0
Germany,Sales,Health and Safety,1,2025-05-01 00:00:00,1,0,1,0.0,1.0,
UK,Finance,Code of Conduct,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,2.0
Germany,Operations,Health and Safety,1,2025-08-01 00:00:00,2,0,2,0.0,1.0,
Germany,Customer Support,Stakeholder Management,0,2025-10-01 00:00:00,3,1,2,0.3333,0.6667,43.0
UK,Finance,Data Protection,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,5.5
France,Operations,Data Protection,1,2025-01-01 00:00:00,3,2,1,0.6667,0.3333,25.0
France,Supply Chain,Data Protection,1,2025-11-01 00:00:00,2,1,1,0.5,0.5,33.0
France,Supply Chain,Leadership Essentials,0,2025-04-01 00:00:00,3,1,2,0.3333,0.6667,10.0
France,Operations,Leadership Essentials,0,2025-08-01 00:00:00,2,1,1,0.5,0.5,61.0
Netherlands,Technology,Health and Safety,1,2025-04-01 00:00:00,1,1,0,1.0,0.0,2.0
Netherlands,Operations,Leadership Essentials,0,2026-03-01 00:00:00,2,1,0,0.5,0.0,2.0
France,Technology,Health and Safety,1,2025-12-01 00:00:00,1,1,0,1.0,0.0,13.0
UK,Customer Support,Health and Safety,1,2025-02-01 00:00:00,1,0,1,0.0,1.0,
France,Supply Chain,Data Protection,1,2025-01-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Technology,Leadership Essentials,0,2025-03-01 00:00:00,2,1,1,0.5,0.5,8.0
Germany,Supply Chain,Health and Safety,1,2025-05-01 00:00:00,3,1,2,0.3333,0.6667,37.0
Germany,Supply Chain,Data Protection,1,2026-02-01 00:00:00,1,0,1,0.0,1.0,
France,Operations,Leadership Essentials,0,2025-03-01 00:00:00,3,2,1,0.6667,0.3333,36.0
UK,Technology,Advanced Analytics,0,2025-06-01 00:00:00,2,2,0,1.0,0.0,15.5
Ireland,Sales,Advanced Analytics,0,2025-07-01 00:00:00,1,1,0,1.0,0.0,17.0
France,Finance,Code of Conduct,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,12.0
UK,People,Stakeholder Management,0,2025-04-01 00:00:00,4,2,2,0.5,0.5,10.5
Germany,Operations,Health and Safety,1,2025-03-01 00:00:00,5,5,0,1.0,0.0,35.6
UK,People,Leadership Essentials,0,2025-06-01 00:00:00,1,1,0,1.0,0.0,12.0
Netherlands,Sales,Data Protection,1,2025-04-01 00:00:00,2,2,0,1.0,0.0,8.0
Germany,Supply Chain,Leadership Essentials,0,2026-03-01 00:00:00,1,0,0,0.0,0.0,
France,Supply Chain,Advanced Analytics,0,2025-04-01 00:00:00,1,1,0,1.0,0.0,39.0
Germany,Customer Support,Leadership Essentials,0,2025-04-01 00:00:00,1,0,1,0.0,1.0,
UK,Customer Support,Code of Conduct,1,2026-03-01 00:00:00,2,2,0,1.0,0.0,6.0
Ireland,Operations,Stakeholder Management,0,2026-03-01 00:00:00,1,0,0,0.0,0.0,
UK,Technology,Stakeholder Management,0,2025-02-01 00:00:00,1,1,0,1.0,0.0,8.0
Netherlands,Finance,Advanced Analytics,0,2025-01-01 00:00:00,3,3,0,1.0,0.0,13.3
Germany,Operations,Health and Safety,1,2026-01-01 00:00:00,3,1,2,0.3333,0.6667,19.0
Germany,Commercial,Stakeholder Management,0,2025-02-01 00:00:00,2,1,1,0.5,0.5,5.0
Netherlands,Technology,Leadership Essentials,0,2025-08-01 00:00:00,3,1,2,0.3333,0.6667,1.0
Germany,People,Code of Conduct,1,2025-11-01 00:00:00,1,1,0,1.0,0.0,4.0
Ireland,Finance,Stakeholder Management,0,2026-01-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Supply Chain,Advanced Analytics,0,2026-02-01 00:00:00,1,1,0,1.0,0.0,17.0
Germany,Operations,Stakeholder Management,0,2025-02-01 00:00:00,2,1,1,0.5,0.5,65.0
France,Operations,Stakeholder Management,0,2026-02-01 00:00:00,2,0,0,0.0,0.0,
Germany,Operations,Data Protection,1,2025-12-01 00:00:00,6,3,3,0.5,0.5,36.3
France,Sales,Leadership Essentials,0,2025-10-01 00:00:00,1,1,0,1.0,0.0,30.0
France,Customer Support,Code of Conduct,1,2025-03-01 00:00:00,1,1,0,1.0,0.0,20.0
Germany,Finance,Health and Safety,1,2025-07-01 00:00:00,1,1,0,1.0,0.0,15.0
France,Supply Chain,Health and Safety,1,2026-02-01 00:00:00,1,0,1,0.0,1.0,
Ireland,Supply Chain,Data Protection,1,2025-10-01 00:00:00,1,1,0,1.0,0.0,30.0
France,Operations,Data Protection,1,2025-11-01 00:00:00,1,0,1,0.0,1.0,
Netherlands,Operations,Advanced Analytics,0,2026-02-01 00:00:00,2,1,0,0.5,0.0,17.0
Netherlands,Supply Chain,Stakeholder Management,0,2025-02-01 00:00:00,2,2,0,1.0,0.0,15.0
Germany,Supply Chain,Health and Safety,1,2026-01-01 00:00:00,2,1,1,0.5,0.5,18.0
Germany,Supply Chain,Advanced Analytics,0,2025-08-01 00:00:00,3,0,3,0.0,1.0,
France,Commercial,Stakeholder Management,0,2025-12-01 00:00:00,1,0,1,0.0,1.0,
UK,Sales,Health and Safety,1,2025-05-01 00:00:00,2,1,1,0.5,0.5,23.0
Germany,Sales,Leadership Essentials,0,2025-04-01 00:00:00,2,1,1,0.5,0.5,23.0
Germany,Technology,Advanced Analytics,0,2025-10-01 00:00:00,1,0,1,0.0,1.0,
UK,Sales,Data Protection,1,2026-01-01 00:00:00,2,2,0,1.0,0.0,8.5
Germany,People,Leadership Essentials,0,2025-09-01 00:00:00,1,1,0,1.0,0.0,19.0
Germany,Supply Chain,Advanced Analytics,0,2025-03-01 00:00:00,3,1,2,0.3333,0.6667,22.0
