country,department,job_role,gender,application_month,application_count,screen_count,interview_count,offer_count,hired_count,screen_rate,interview_rate,offer_rate,hire_rate
Germany,Supply Chain,Procurement Specialist,Male,2026-01-01 00:00:00,5,3,3,1,1,0.6,0.6,0.2,0.2
Germany,Commercial,Commercial Analyst,Male,2025-08-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
Germany,Technology,Software Engineer,Male,2025-05-01 00:00:00,5,5,3,2,1,1.0,0.6,0.4,0.2
Germany,Sales,Sales Executive,Male,2025-04-01 00:00:00,5,4,4,1,1,0.8,0.8,0.2,0.2
Germany,Operations,Project Manager,Male,2026-02-01 00:00:00,6,4,2,0,0,0.6667,0.3333,0.0,0.0
France,People,HR Business Partner,Male,2025-05-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
Germany,Finance,Accountant,Male,2026-01-01 00:00:00,7,5,3,3,1,0.7143,0.4286,0.4286,0.1429
Germany,Commercial,Commercial Analyst,Female,2026-03-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2025-12-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
France,Commercial,Commercial Analyst,Female,2026-03-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,Finance,Financial Analyst,Male,2025-05-01 00:00:00,5,5,4,3,3,1.0,0.8,0.6,0.6
UK,Customer Support,Customer Success Manager,Female,2025-04-01 00:00:00,4,2,2,1,0,0.5,0.5,0.25,0.0
UK,Sales,Account Manager,Female,2025-07-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
Germany,Technology,Data Engineer,Female,2025-11-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Supply Chain,Procurement Specialist,Female,2025-12-01 00:00:00,2,1,1,1,0,0.5,0.5,0.5,0.0
Germany,Technology,Data Analyst,Male,2025-11-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
Ireland,Operations,Site Engineer,Male,2025-06-01 00:00:00,3,2,1,1,0,0.6667,0.3333,0.3333,0.0
Germany,Finance,Accountant,Male,2025-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Operations,Site Engineer,Female,2025-06-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
Netherlands,Supply Chain,Logistics Coordinator,Male,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Customer Support,Customer Success Manager,Male,2025-09-01 00:00:00,4,2,1,1,1,0.5,0.25,0.25,0.25
Germany,Technology,Data Analyst,Female,2025-05-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Finance,Financial Analyst,Female,2025-11-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Germany,Commercial,Commercial Analyst,Male,2026-01-01 00:00:00,7,6,5,1,0,0.8571,0.7143,0.1429,0.0
UK,Supply Chain,Warehouse Manager,Female,2025-07-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Technology,Software Engineer,Male,2026-01-01 00:00:00,3,2,2,1,1,0.6667,0.6667,0.3333,0.3333
Netherlands,Supply Chain,Logistics Coordinator,Male,2025-05-01 00:00:00,4,4,3,2,1,1.0,0.75,0.5,0.25
Germany,Commercial,Commercial Analyst,Male,2025-05-01 00:00:00,3,2,2,0,0,0.6667,0.6667,0.0,0.0
Ireland,Commercial,Commercial Analyst,Female,2025-05-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,People,HR Business Partner,Male,2026-01-01 00:00:00,6,2,1,0,0,0.3333,0.1667,0.0,0.0
Ireland,Commercial,Pricing Manager,Female,2025-07-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,Customer Support,Customer Support Rep,Male,2025-06-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
Ireland,Customer Support,Customer Support Rep,Male,2025-04-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Commercial,Pricing Manager,Male,2026-03-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
Ireland,Sales,Account Manager,Female,2025-12-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Commercial,Commercial Analyst,Male,2025-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Supply Chain,Warehouse Manager,Female,2025-07-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Commercial,Commercial Analyst,Female,2025-06-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Technology,Software Engineer,Male,2025-10-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Germany,Technology,Data Analyst,Female,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,People,HR Advisor,Male,2025-11-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
France,Sales,Account Manager,Male,2025-10-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
France,Technology,Data Analyst,Female,2025-05-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
France,Finance,Financial Analyst,Male,2025-03-01 00:00:00,1,1,1,1,0,1.0,1.0,1.0,0.0
Germany,Technology,Software Engineer,Female,2025-05-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,Sales,Account Manager,Male,2025-04-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Ireland,Customer Support,Customer Success Manager,Male,2026-01-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,Technology,Data Analyst,Female,2026-01-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Operations,Site Engineer,Male,2026-02-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,Sales,Account Manager,Female,2026-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,People,HR Advisor,Female,2025-09-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Finance,Financial Analyst,Female,2025-04-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,People,HR Business Partner,Male,2025-03-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Technology,Data Analyst,Male,2025-11-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Supply Chain,Logistics Coordinator,Female,2025-05-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Technology,Software Engineer,Male,2025-06-01 00:00:00,1,1,1,1,0,1.0,1.0,1.0,0.0
France,Operations,Site Engineer,Male,2025-07-01 00:00:00,6,5,1,1,1,0.8333,0.1667,0.1667,0.1667
Germany,Technology,Data Engineer,Male,2025-10-01 00:00:00,4,4,3,1,0,1.0,0.75,0.25,0.0
UK,Commercial,Commercial Analyst,Female,2025-12-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
Ireland,People,HR Advisor,Male,2025-06-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
UK,Sales,Sales Executive,Male,2025-05-01 00:00:00,28,23,10,3,3,0.8214,0.3571,0.1071,0.1071
Germany,Supply Chain,Procurement Specialist,Male,2025-04-01 00:00:00,10,8,3,1,1,0.8,0.3,0.1,0.1
UK,Commercial,Commercial Analyst,Male,2025-06-01 00:00:00,25,18,12,7,5,0.72,0.48,0.28,0.2
UK,Sales,Sales Executive,Male,2026-01-01 00:00:00,24,18,12,8,6,0.75,0.5,0.3333,0.25
UK,Technology,Data Analyst,Male,2026-01-01 00:00:00,22,15,7,1,1,0.6818,0.3182,0.0455,0.0455
UK,Finance,Financial Analyst,Male,2025-04-01 00:00:00,19,11,9,2,0,0.5789,0.4737,0.1053,0.0
UK,Technology,Data Analyst,Male,2025-08-01 00:00:00,14,11,5,1,1,0.7857,0.3571,0.0714,0.0714
Germany,Technology,Data Analyst,Male,2025-06-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
UK,Technology,Data Analyst,Male,2025-05-01 00:00:00,17,12,7,2,1,0.7059,0.4118,0.1176,0.0588
Germany,Operations,Project Manager,Male,2025-07-01 00:00:00,8,4,3,0,0,0.5,0.375,0.0,0.0
Germany,Technology,Software Engineer,Male,2025-04-01 00:00:00,6,2,1,0,0,0.3333,0.1667,0.0,0.0
UK,Sales,Sales Executive,Female,2025-09-01 00:00:00,3,3,0,0,0,1.0,0.0,0.0,0.0
Germany,Customer Support,Customer Support Rep,Female,2025-05-01 00:00:00,1,1,1,1,0,1.0,1.0,1.0,0.0
UK,People,HR Business Partner,Male,2025-04-01 00:00:00,23,15,5,1,0,0.6522,0.2174,0.0435,0.0
UK,People,HR Advisor,Female,2025-09-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Technology,Data Analyst,Female,2026-01-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,People,HR Business Partner,Male,2025-12-01 00:00:00,3,2,2,1,1,0.6667,0.6667,0.3333,0.3333
UK,Commercial,Pricing Manager,Female,2025-09-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Technology,Software Engineer,Male,2026-03-01 00:00:00,17,9,6,3,2,0.5294,0.3529,0.1765,0.1176
France,People,HR Business Partner,Male,2025-04-01 00:00:00,5,3,2,1,1,0.6,0.4,0.2,0.2
Germany,Sales,Sales Executive,Male,2025-08-01 00:00:00,16,14,9,5,4,0.875,0.5625,0.3125,0.25
UK,People,HR Advisor,Male,2025-11-01 00:00:00,20,16,9,3,0,0.8,0.45,0.15,0.0
France,Operations,Construction Supervisor,Male,2026-03-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Germany,People,HR Advisor,Male,2025-12-01 00:00:00,4,3,3,1,0,0.75,0.75,0.25,0.0
Germany,Sales,Sales Executive,Male,2025-05-01 00:00:00,9,4,2,1,1,0.4444,0.2222,0.1111,0.1111
Germany,Sales,Sales Executive,Male,2026-01-01 00:00:00,7,5,4,2,2,0.7143,0.5714,0.2857,0.2857
UK,Sales,Sales Executive,Male,2025-08-01 00:00:00,28,24,15,5,3,0.8571,0.5357,0.1786,0.1071
Ireland,Customer Support,Customer Support Rep,Male,2026-01-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Customer Support,Customer Success Manager,Male,2025-09-01 00:00:00,6,4,2,0,0,0.6667,0.3333,0.0,0.0
France,Commercial,Pricing Manager,Male,2025-11-01 00:00:00,6,5,3,1,0,0.8333,0.5,0.1667,0.0
Netherlands,Customer Support,Customer Support Rep,Male,2025-05-01 00:00:00,4,3,1,1,0,0.75,0.25,0.25,0.0
UK,Customer Support,Customer Success Manager,Female,2025-08-01 00:00:00,4,3,3,1,1,0.75,0.75,0.25,0.25
UK,Operations,Construction Supervisor,Male,2026-03-01 00:00:00,7,3,1,1,1,0.4286,0.1429,0.1429,0.1429
Netherlands,Operations,Project Manager,Male,2026-01-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
Netherlands,Supply Chain,Warehouse Manager,Male,2025-06-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
Netherlands,Supply Chain,Logistics Coordinator,Male,2025-04-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
France,Technology,Software Engineer,Male,2025-11-01 00:00:00,9,8,5,0,0,0.8889,0.5556,0.0,0.0
France,Sales,Sales Executive,Male,2026-02-01 00:00:00,3,2,2,1,1,0.6667,0.6667,0.3333,0.3333
Netherlands,Technology,Data Engineer,Male,2025-09-01 00:00:00,4,2,1,0,0,0.5,0.25,0.0,0.0
UK,Operations,Project Manager,Female,2026-02-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
Netherlands,Sales,Account Manager,Male,2025-08-01 00:00:00,4,3,2,1,1,0.75,0.5,0.25,0.25
France,Customer Support,Customer Support Rep,Male,2025-11-01 00:00:00,3,2,1,1,0,0.6667,0.3333,0.3333,0.0
UK,Technology,Data Analyst,Female,2025-05-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
Netherlands,Sales,Account Manager,Male,2025-05-01 00:00:00,5,5,3,3,3,1.0,0.6,0.6,0.6
Ireland,Customer Support,Customer Support Rep,Male,2025-05-01 00:00:00,2,1,1,1,0,0.5,0.5,0.5,0.0
Germany,Commercial,Commercial Analyst,Male,2025-04-01 00:00:00,9,4,3,3,2,0.4444,0.3333,0.3333,0.2222
Netherlands,Sales,Account Manager,Male,2026-01-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Supply Chain,Logistics Coordinator,Female,2025-11-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,Finance,Accountant,Female,2025-07-01 00:00:00,1,1,1,1,0,1.0,1.0,1.0,0.0
France,Operations,Project Manager,Male,2025-10-01 00:00:00,5,2,1,0,0,0.4,0.2,0.0,0.0
Netherlands,Technology,Data Analyst,Male,2025-06-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Netherlands,Customer Support,Customer Support Rep,Male,2025-08-01 00:00:00,3,1,1,1,1,0.3333,0.3333,0.3333,0.3333
Netherlands,Commercial,Pricing Manager,Male,2025-09-01 00:00:00,5,3,2,1,1,0.6,0.4,0.2,0.2
Ireland,Finance,Financial Analyst,Male,2025-09-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Operations,Construction Supervisor,Male,2025-06-01 00:00:00,5,4,2,0,0,0.8,0.4,0.0,0.0
UK,Supply Chain,Warehouse Manager,Female,2026-02-01 00:00:00,3,1,1,0,0,0.3333,0.3333,0.0,0.0
Ireland,Supply Chain,Logistics Coordinator,Male,2025-06-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Germany,People,HR Business Partner,Male,2025-11-01 00:00:00,9,6,4,2,2,0.6667,0.4444,0.2222,0.2222
Netherlands,Sales,Sales Executive,Male,2025-12-01 00:00:00,4,1,0,0,0,0.25,0.0,0.0,0.0
UK,Technology,Data Analyst,Female,2025-08-01 00:00:00,3,2,2,2,1,0.6667,0.6667,0.6667,0.3333
Germany,Commercial,Pricing Manager,Male,2026-03-01 00:00:00,4,3,1,0,0,0.75,0.25,0.0,0.0
Germany,Sales,Account Manager,Female,2025-10-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Germany,Finance,Accountant,Male,2025-04-01 00:00:00,6,4,2,1,1,0.6667,0.3333,0.1667,0.1667
Netherlands,Operations,Project Manager,Female,2026-03-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
Ireland,Customer Support,Customer Support Rep,Male,2025-08-01 00:00:00,3,2,1,1,0,0.6667,0.3333,0.3333,0.0
Netherlands,People,HR Advisor,Male,2025-12-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Sales,Account Manager,Female,2026-02-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Operations,Site Engineer,Male,2025-11-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Sales,Sales Executive,Male,2025-10-01 00:00:00,2,0,0,0,0,0.0,0.0,0.0,0.0
Germany,Finance,Financial Analyst,Female,2026-01-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
France,Technology,Data Engineer,Male,2025-10-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Ireland,Operations,Construction Supervisor,Male,2026-02-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
Netherlands,Supply Chain,Procurement Specialist,Male,2025-12-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Netherlands,Operations,Project Manager,Male,2025-05-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
France,Operations,Project Manager,Female,2025-12-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Germany,Operations,Site Engineer,Female,2025-07-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
Germany,Customer Support,Customer Support Rep,Female,2025-08-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Finance,Accountant,Female,2025-07-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Germany,Technology,Data Analyst,Female,2025-04-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Technology,Data Analyst,Male,2025-06-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,People,HR Business Partner,Female,2025-11-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Technology,Data Engineer,Female,2025-09-01 00:00:00,3,3,2,2,2,1.0,0.6667,0.6667,0.6667
Netherlands,Operations,Project Manager,Male,2025-08-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
France,Finance,Accountant,Male,2026-03-01 00:00:00,5,4,1,0,0,0.8,0.2,0.0,0.0
Netherlands,Finance,Accountant,Male,2025-09-01 00:00:00,5,2,2,1,1,0.4,0.4,0.2,0.2
Netherlands,Finance,Financial Analyst,Male,2025-09-01 00:00:00,4,4,2,1,1,1.0,0.5,0.25,0.25
Netherlands,Customer Support,Customer Support Rep,Male,2026-01-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
France,Finance,Financial Analyst,Male,2025-04-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Customer Support,Customer Support Rep,Female,2026-03-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Supply Chain,Warehouse Manager,Male,2025-06-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
Germany,Supply Chain,Logistics Coordinator,Male,2026-02-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
France,Supply Chain,Logistics Coordinator,Female,2025-04-01 00:00:00,2,1,1,1,0,0.5,0.5,0.5,0.0
France,Finance,Financial Analyst,Female,2025-06-01 00:00:00,3,3,1,1,0,1.0,0.3333,0.3333,0.0
UK,Customer Support,Customer Success Manager,Female,2026-01-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Germany,Operations,Site Engineer,Male,2025-10-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
Germany,Supply Chain,Warehouse Manager,Female,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,People,HR Advisor,Female,2025-11-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
UK,Customer Support,Customer Success Manager,Female,2025-05-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Ireland,Finance,Accountant,Male,2025-11-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Ireland,Customer Support,Customer Success Manager,Female,2025-06-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
UK,Operations,Site Engineer,Female,2025-11-01 00:00:00,1,1,1,0,0,1.0,1.0,0.0,0.0
Ireland,Sales,Account Manager,Male,2026-03-01 00:00:00,3,3,1,1,1,1.0,0.3333,0.3333,0.3333
France,Supply Chain,Warehouse Manager,Male,2025-12-01 00:00:00,2,1,0,0,0,0.5,0.0,0.0,0.0
Ireland,Commercial,Commercial Analyst,Male,2026-03-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
UK,Finance,Financial Analyst,Female,2025-06-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
Germany,Commercial,Pricing Manager,Female,2025-07-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Technology,Data Engineer,Male,2025-10-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,Commercial,Commercial Analyst,Female,2025-11-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Operations,Construction Supervisor,Female,2025-12-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
UK,Supply Chain,Logistics Coordinator,Female,2026-03-01 00:00:00,2,2,1,1,1,1.0,0.5,0.5,0.5
Ireland,Sales,Sales Executive,Male,2025-11-01 00:00:00,5,4,2,0,0,0.8,0.4,0.0,0.0
Netherlands,Commercial,Commercial Analyst,Male,2026-03-01 00:00:00,2,2,0,0,0,1.0,0.0,0.0,0.0
UK,Sales,Account Manager,Male,2026-03-01 00:00:00,21,14,8,2,2,0.6667,0.381,0.0952,0.0952
Germany,Operations,Site Engineer,Male,2025-11-01 00:00:00,6,4,1,0,0,0.6667,0.1667,0.0,0.0
France,Sales,Account Manager,Male,2025-06-01 00:00:00,3,3,2,0,0,1.0,0.6667,0.0,0.0
UK,Supply Chain,Procurement Specialist,Male,2026-02-01 00:00:00,10,7,2,1,1,0.7,0.2,0.1,0.1
UK,Sales,Sales Executive,Male,2025-09-01 00:00:00,27,18,10,3,2,0.6667,0.3704,0.1111,0.0741
UK,Customer Support,Customer Success Manager,Male,2026-02-01 00:00:00,16,13,6,3,1,0.8125,0.375,0.1875,0.0625
France,Customer Support,Customer Success Manager,Male,2026-01-01 00:00:00,6,5,2,1,1,0.8333,0.3333,0.1667,0.1667
UK,People,HR Advisor,Male,2025-10-01 00:00:00,16,13,7,3,3,0.8125,0.4375,0.1875,0.1875
UK,Sales,Sales Executive,Female,2026-01-01 00:00:00,3,3,1,0,0,1.0,0.3333,0.0,0.0
Netherlands,Commercial,Pricing Manager,Male,2025-08-01 00:00:00,5,3,0,0,0,0.6,0.0,0.0,0.0
UK,Commercial,Pricing Manager,Male,2026-02-01 00:00:00,19,11,7,4,3,0.5789,0.3684,0.2105,0.1579
Germany,Supply Chain,Warehouse Manager,Male,2025-06-01 00:00:00,7,4,1,0,0,0.5714,0.1429,0.0,0.0
UK,People,HR Advisor,Female,2025-05-01 00:00:00,3,1,1,0,0,0.3333,0.3333,0.0,0.0
Germany,Sales,Sales Executive,Male,2025-09-01 00:00:00,9,8,6,2,2,0.8889,0.6667,0.2222,0.2222
Netherlands,Finance,Accountant,Male,2026-01-01 00:00:00,3,1,0,0,0,0.3333,0.0,0.0,0.0
Germany,Customer Support,Customer Support Rep,Male,2026-02-01 00:00:00,7,7,1,0,0,1.0,0.1429,0.0,0.0
France,Technology,Data Engineer,Male,2025-11-01 00:00:00,4,2,0,0,0,0.5,0.0,0.0,0.0
France,Supply Chain,Logistics Coordinator,Male,2026-02-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
Netherlands,Commercial,Pricing Manager,Male,2025-05-01 00:00:00,3,3,2,1,0,1.0,0.6667,0.3333,0.0
Germany,Finance,Financial Analyst,Male,2025-06-01 00:00:00,7,6,4,1,0,0.8571,0.5714,0.1429,0.0
France,Technology,Data Analyst,Male,2026-03-01 00:00:00,6,4,3,2,1,0.6667,0.5,0.3333,0.1667
UK,Customer Support,Customer Success Manager,Female,2025-09-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
Netherlands,Finance,Accountant,Male,2025-05-01 00:00:00,4,3,2,0,0,0.75,0.5,0.0,0.0
Netherlands,People,HR Advisor,Male,2025-07-01 00:00:00,4,2,2,2,1,0.5,0.5,0.5,0.25
UK,Commercial,Pricing Manager,Female,2025-05-01 00:00:00,3,1,1,0,0,0.3333,0.3333,0.0,0.0
Germany,Sales,Account Manager,Male,2025-06-01 00:00:00,2,1,1,0,0,0.5,0.5,0.0,0.0
UK,Finance,Accountant,Male,2026-02-01 00:00:00,12,7,4,2,2,0.5833,0.3333,0.1667,0.1667
France,Commercial,Pricing Manager,Male,2025-10-01 00:00:00,5,4,3,1,0,0.8,0.6,0.2,0.0
UK,Supply Chain,Procurement Specialist,Female,2026-02-01 00:00:00,3,3,2,1,1,1.0,0.6667,0.3333,0.3333
Ireland,Finance,Financial Analyst,Male,2026-01-01 00:00:00,3,2,1,1,1,0.6667,0.3333,0.3333,0.3333
UK,People,HR Advisor,Female,2025-08-01 00:00:00,4,4,1,0,0,1.0,0.25,0.0,0.0
UK,Technology,Data Analyst,Male,2025-09-01 00:00:00,9,9,6,1,0,1.0,0.6667,0.1111,0.0
Ireland,Finance,Financial Analyst,Male,2025-08-01 00:00:00,4,3,2,2,2,0.75,0.5,0.5,0.5
Germany,Operations,Project Manager,Male,2025-12-01 00:00:00,5,2,0,0,0,0.4,0.0,0.0,0.0
UK,Technology,Software Engineer,Female,2026-03-01 00:00:00,2,2,2,1,1,1.0,1.0,0.5,0.5
UK,Operations,Project Manager,Male,2026-02-01 00:00:00,13,12,3,1,1,0.9231,0.2308,0.0769,0.0769
Germany,Technology,Data Engineer,Male,2025-11-01 00:00:00,3,2,0,0,0,0.6667,0.0,0.0,0.0
UK,Technology,Data Engineer,Male,2025-04-01 00:00:00,10,4,2,0,0,0.4,0.2,0.0,0.0
France,Supply Chain,Procurement Specialist,Male,2026-03-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,Technology,Data Engineer,Male,2026-01-01 00:00:00,2,2,1,0,0,1.0,0.5,0.0,0.0
France,Operations,Site Engineer,Male,2025-12-01 00:00:00,5,4,2,1,1,0.8,0.4,0.2,0.2
France,Commercial,Commercial Analyst,Male,2025-06-01 00:00:00,5,3,2,2,1,0.6,0.4,0.4,0.2
Germany,People,HR Advisor,Male,2025-07-01 00:00:00,5,5,4,3,3,1.0,0.8,0.6,0.6
Germany,People,HR Business Partner,Female,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Germany,Customer Support,Customer Success Manager,Male,2026-02-01 00:00:00,12,8,6,4,3,0.6667,0.5,0.3333,0.25
France,People,HR Business Partner,Female,2026-01-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
France,Customer Support,Customer Success Manager,Male,2025-05-01 00:00:00,3,2,1,0,0,0.6667,0.3333,0.0,0.0
Ireland,Finance,Accountant,Male,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Finance,Financial Analyst,Male,2025-08-01 00:00:00,5,1,0,0,0,0.2,0.0,0.0,0.0
Ireland,Supply Chain,Logistics Coordinator,Female,2025-10-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Ireland,Customer Support,Customer Support Rep,Male,2025-09-01 00:00:00,3,1,1,1,0,0.3333,0.3333,0.3333,0.0
Germany,People,HR Business Partner,Male,2025-10-01 00:00:00,7,3,2,2,2,0.4286,0.2857,0.2857,0.2857
Netherlands,Sales,Account Manager,Male,2025-09-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,Sales,Sales Executive,Male,2025-07-01 00:00:00,3,0,0,0,0,0.0,0.0,0.0,0.0
France,Customer Support,Customer Success Manager,Male,2025-08-01 00:00:00,4,1,0,0,0,0.25,0.0,0.0,0.0
Ireland,Finance,Financial Analyst,Male,2025-05-01 00:00:00,5,4,1,1,0,0.8,0.2,0.2,0.0
UK,Commercial,Pricing Manager,Female,2025-08-01 00:00:00,4,4,3,1,1,1.0,0.75,0.25,0.25
UK,Sales,Sales Executive,Female,2025-05-01 00:00:00,1,1,1,1,1,1.0,1.0,1.0,1.0
Netherlands,Finance,Financial Analyst,Male,2025-05-01 00:00:00,4,4,2,1,0,1.0,0.5,0.25,0.0
Germany,Supply Chain,Procurement Specialist,Female,2026-03-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Ireland,Supply Chain,Procurement Specialist,Male,2026-03-01 00:00:00,1,0,0,0,0,0.0,0.0,0.0,0.0
Netherlands,People,HR Business Partner,Male,2026-02-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
Netherlands,Technology,Data Engineer,Male,2025-08-01 00:00:00,2,1,1,1,1,0.5,0.5,0.5,0.5
France,Finance,Accountant,Female,2025-12-01 00:00:00,1,1,0,0,0,1.0,0.0,0.0,0.0
