learning_record_id,employee_id,course_id,course_name,mandatory_flag,assignment_date,due_date,completion_date,completion_status,days_to_complete,overdue_flag,department,country
LRN0001232,EMP00576,C005,Stakeholder Management,0,2025-04-13,2025-06-22,,Incomplete,,1,Sales,Ireland
LRN0001233,EMP00577,C004,Leadership Essentials,0,2025-08-17,2025-11-10,2025-08-25,Completed,8.0,0,Finance,UK
LRN0001234,EMP00577,C006,Advanced Analytics,0,2025-08-16,2025-11-16,,Incomplete,,1,Finance,UK
LRN0001235,EMP00577,C005,Stakeholder Management,0,2025-10-14,2026-01-15,2025-10-23,Completed,9.0,0,Finance,UK
LRN0001236,EMP00577,C001,Code of Conduct,1,2025-12-10,2026-01-27,2025-12-12,Completed,2.0,0,Finance,UK
LRN0001237,EMP00578,C006,Advanced Analytics,0,2025-02-01,2025-04-14,2025-02-06,Completed,5.0,0,Technology,UK
LRN0001238,EMP00578,C004,Leadership Essentials,0,2025-08-02,2025-10-20,2025-08-14,Completed,12.0,0,Technology,UK
LRN0001239,EMP00578,C005,Stakeholder Management,0,2025-10-24,2026-01-05,2025-10-28,Completed,4.0,0,Technology,UK
LRN0001240,EMP00579,C002,Health and Safety,1,2025-08-04,2025-09-10,,Incomplete,,1,Operations,Germany
LRN0001241,EMP00579,C005,Stakeholder Management,0,2025-10-16,2026-01-07,,Incomplete,,1,Operations,Germany
LRN0001242,EMP00579,C006,Advanced Analytics,0,2025-11-27,2026-02-17,,Incomplete,,1,Operations,Germany
LRN0001243,EMP00579,C004,Leadership Essentials,0,2025-06-15,2025-08-24,,Incomplete,,1,Operations,Germany
LRN0001244,EMP00580,C001,Code of Conduct,1,2025-06-01,2025-06-26,2025-06-17,Completed,16.0,0,Operations,UK
LRN0001245,EMP00581,C003,Data Protection,1,2025-09-18,2025-10-27,2025-09-30,Completed,12.0,0,Sales,UK
LRN0001246,EMP00582,C002,Health and Safety,1,2025-04-09,2025-05-20,2025-04-11,Completed,2.0,0,People,UK
LRN0001247,EMP00582,C004,Leadership Essentials,0,2025-04-13,2025-07-12,,Incomplete,,1,People,UK
LRN0001248,EMP00582,C006,Advanced Analytics,0,2026-03-08,2026-06-02,2026-03-18,Completed,10.0,0,People,UK
LRN0001249,EMP00582,C005,Stakeholder Management,0,2025-03-16,2025-05-25,2025-03-25,Completed,9.0,0,People,UK
LRN0001250,EMP00583,C003,Data Protection,1,2025-01-08,2025-02-04,2025-01-19,Completed,11.0,0,Technology,France
LRN0001251,EMP00583,C005,Stakeholder Management,0,2025-10-16,2026-01-09,2025-10-24,Completed,8.0,0,Technology,France
LRN0001252,EMP00584,C001,Code of Conduct,1,2025-10-01,2025-11-17,2025-10-06,Completed,5.0,0,Sales,UK
LRN0001253,EMP00585,C001,Code of Conduct,1,2026-02-04,2026-03-10,2026-02-07,Completed,3.0,0,People,UK
LRN0001254,EMP00585,C004,Leadership Essentials,0,2026-02-03,2026-04-20,2026-02-11,Completed,8.0,0,People,UK
LRN0001255,EMP00585,C005,Stakeholder Management,0,2025-01-14,2025-04-17,2025-01-16,Completed,2.0,0,People,UK
LRN0001256,EMP00586,C003,Data Protection,1,2026-02-20,2026-03-20,2026-03-10,Completed,18.0,0,Commercial,UK
LRN0001257,EMP00586,C004,Leadership Essentials,0,2025-01-16,2025-04-02,2025-01-29,Completed,13.0,0,Commercial,UK
LRN0001258,EMP00587,C004,Leadership Essentials,0,2026-02-10,2026-05-03,2026-03-05,Completed,23.0,0,Technology,UK
LRN0001259,EMP00587,C006,Advanced Analytics,0,2026-02-13,2026-05-18,2026-03-02,Completed,17.0,0,Technology,UK
LRN0001260,EMP00587,C005,Stakeholder Management,0,2025-05-02,2025-07-20,2025-05-10,Completed,8.0,0,Technology,UK
LRN0001261,EMP00588,C001,Code of Conduct,1,2026-03-10,2026-04-23,2026-03-31,Completed,21.0,0,Customer Support,Germany
LRN0001262,EMP00588,C005,Stakeholder Management,0,2025-10-29,2026-01-22,,Incomplete,,1,Customer Support,Germany
LRN0001263,EMP00589,C003,Data Protection,1,2025-07-01,2025-08-02,2025-07-16,Completed,15.0,0,Supply Chain,Germany
LRN0001264,EMP00589,C004,Leadership Essentials,0,2025-08-08,2025-11-02,,Incomplete,,1,Supply Chain,Germany
LRN0001265,EMP00590,C003,Data Protection,1,2025-04-24,2025-05-25,2025-04-27,Completed,3.0,0,Finance,UK
LRN0001266,EMP00590,C005,Stakeholder Management,0,2026-01-01,2026-04-02,2026-01-18,Completed,17.0,0,Finance,UK
LRN0001267,EMP00590,C004,Leadership Essentials,0,2025-01-16,2025-04-14,,Incomplete,,1,Finance,UK
LRN0001268,EMP00591,C003,Data Protection,1,2025-12-06,2026-01-20,2026-01-09,Completed,34.0,0,Supply Chain,UK
LRN0001269,EMP00591,C004,Leadership Essentials,0,2026-02-04,2026-05-02,2026-02-27,Completed,23.0,0,Supply Chain,UK
LRN0001270,EMP00591,C005,Stakeholder Management,0,2025-03-08,2025-05-18,,Incomplete,,1,Supply Chain,UK
LRN0001271,EMP00592,C003,Data Protection,1,2025-12-22,2026-02-09,2026-01-07,Completed,16.0,0,Customer Support,UK
LRN0001272,EMP00592,C006,Advanced Analytics,0,2025-07-28,2025-10-09,2025-08-25,Completed,28.0,0,Customer Support,UK
LRN0001273,EMP00592,C004,Leadership Essentials,0,2026-01-14,2026-03-28,2026-02-12,Completed,29.0,0,Customer Support,UK
LRN0001274,EMP00592,C005,Stakeholder Management,0,2025-04-02,2025-07-06,2025-04-14,Completed,12.0,0,Customer Support,UK
LRN0001275,EMP00593,C006,Advanced Analytics,0,2025-05-10,2025-07-29,2025-05-29,Completed,19.0,0,Technology,France
LRN0001276,EMP00593,C005,Stakeholder Management,0,2025-02-03,2025-05-01,,Incomplete,,1,Technology,France
LRN0001277,EMP00594,C006,Advanced Analytics,0,2026-01-18,2026-04-15,2026-01-21,Completed,3.0,0,People,UK
LRN0001278,EMP00594,C004,Leadership Essentials,0,2025-08-11,2025-11-07,2025-08-19,Completed,8.0,0,People,UK
LRN0001279,EMP00594,C005,Stakeholder Management,0,2025-01-12,2025-03-31,2025-01-17,Completed,5.0,0,People,UK
LRN0001280,EMP00595,C002,Health and Safety,1,2025-12-14,2026-02-02,,Incomplete,,1,Supply Chain,UK
LRN0001281,EMP00595,C006,Advanced Analytics,0,2025-06-28,2025-09-28,,Incomplete,,1,Supply Chain,UK
LRN0001282,EMP00596,C003,Data Protection,1,2025-12-15,2026-01-20,2025-12-28,Completed,13.0,0,Supply Chain,Netherlands
LRN0001283,EMP00597,C003,Data Protection,1,2025-07-31,2025-09-18,2025-08-15,Completed,15.0,0,Operations,France
LRN0001284,EMP00597,C005,Stakeholder Management,0,2025-11-07,2026-01-19,,Incomplete,,1,Operations,France
LRN0001285,EMP00598,C003,Data Protection,1,2025-01-06,2025-02-21,,Incomplete,,1,Operations,UK
LRN0001286,EMP00598,C005,Stakeholder Management,0,2025-06-06,2025-08-24,,Incomplete,,1,Operations,UK
LRN0001287,EMP00598,C004,Leadership Essentials,0,2025-08-15,2025-10-31,2025-09-17,Completed,33.0,0,Operations,UK
LRN0001288,EMP00599,C003,Data Protection,1,2025-03-14,2025-04-10,2025-03-30,Completed,16.0,0,Customer Support,UK
LRN0001289,EMP00599,C005,Stakeholder Management,0,2025-10-15,2026-01-13,,Incomplete,,1,Customer Support,UK
LRN0001290,EMP00600,C002,Health and Safety,1,2026-02-05,2026-03-09,2026-03-04,Completed,27.0,0,Supply Chain,Netherlands
LRN0001291,EMP00601,C003,Data Protection,1,2026-01-29,2026-02-23,,Incomplete,,1,Operations,Germany
LRN0001292,EMP00601,C006,Advanced Analytics,0,2025-12-22,2026-03-05,2026-02-07,Completed,47.0,0,Operations,Germany
LRN0001293,EMP00602,C001,Code of Conduct,1,2026-03-07,2026-04-22,,Incomplete,,0,Customer Support,France
LRN0001294,EMP00602,C004,Leadership Essentials,0,2025-02-02,2025-04-16,,Incomplete,,1,Customer Support,France
LRN0001295,EMP00603,C002,Health and Safety,1,2026-03-04,2026-04-18,2026-03-23,Completed,19.0,0,Technology,Germany
LRN0001296,EMP00603,C004,Leadership Essentials,0,2025-07-15,2025-10-12,,Incomplete,,1,Technology,Germany
LRN0001297,EMP00603,C005,Stakeholder Management,0,2025-07-17,2025-10-06,2025-07-26,Completed,9.0,0,Technology,Germany
LRN0001298,EMP00604,C003,Data Protection,1,2025-01-01,2025-01-28,2025-02-02,Completed,32.0,0,Operations,France
LRN0001299,EMP00604,C005,Stakeholder Management,0,2025-01-07,2025-03-24,,Incomplete,,1,Operations,France
LRN0001300,EMP00604,C006,Advanced Analytics,0,2025-08-27,2025-11-12,,Incomplete,,1,Operations,France
LRN0001301,EMP00605,C006,Advanced Analytics,0,2025-06-30,2025-09-23,,Incomplete,,1,Operations,Netherlands
LRN0001302,EMP00605,C005,Stakeholder Management,0,2025-02-12,2025-05-11,2025-03-26,Completed,42.0,0,Operations,Netherlands
LRN0001303,EMP00605,C004,Leadership Essentials,0,2026-01-07,2026-03-24,2026-02-20,Completed,44.0,0,Operations,Netherlands
LRN0001304,EMP00606,C005,Stakeholder Management,0,2025-11-19,2026-02-03,2025-12-10,Completed,21.0,0,Sales,Netherlands
LRN0001305,EMP00606,C004,Leadership Essentials,0,2025-12-12,2026-03-02,2026-01-14,Completed,33.0,0,Sales,Netherlands
LRN0001306,EMP00607,C006,Advanced Analytics,0,2025-10-27,2026-01-25,2025-11-26,Completed,30.0,0,Commercial,UK
LRN0001307,EMP00607,C004,Leadership Essentials,0,2025-09-01,2025-11-16,2025-09-15,Completed,14.0,0,Commercial,UK
LRN0001308,EMP00608,C002,Health and Safety,1,2025-12-26,2026-02-13,2026-01-19,Completed,24.0,0,Supply Chain,UK
LRN0001309,EMP00608,C006,Advanced Analytics,0,2025-12-20,2026-03-17,2026-01-02,Completed,13.0,0,Supply Chain,UK
LRN0001310,EMP00608,C004,Leadership Essentials,0,2025-12-11,2026-02-19,,Incomplete,,1,Supply Chain,UK
LRN0001311,EMP00608,C005,Stakeholder Management,0,2025-10-20,2026-01-11,2025-12-10,Completed,51.0,0,Supply Chain,UK
LRN0001312,EMP00609,C003,Data Protection,1,2025-12-09,2026-01-21,2026-01-06,Completed,28.0,0,Sales,Germany
LRN0001313,EMP00609,C005,Stakeholder Management,0,2025-04-04,2025-07-05,2025-05-10,Completed,36.0,0,Sales,Germany
LRN0001314,EMP00610,C006,Advanced Analytics,0,2025-10-29,2026-01-09,,Incomplete,,1,Operations,UK
LRN0001315,EMP00611,C002,Health and Safety,1,2025-02-26,2025-04-04,2025-03-08,Completed,10.0,0,Sales,UK
LRN0001316,EMP00611,C006,Advanced Analytics,0,2025-04-17,2025-07-16,,Incomplete,,1,Sales,UK
LRN0001317,EMP00611,C005,Stakeholder Management,0,2026-02-24,2026-05-09,2026-03-12,Completed,16.0,0,Sales,UK
LRN0001318,EMP00612,C001,Code of Conduct,1,2025-04-09,2025-05-13,2025-05-20,Completed,41.0,0,Operations,Netherlands
LRN0001319,EMP00612,C004,Leadership Essentials,0,2025-04-24,2025-07-26,,Incomplete,,1,Operations,Netherlands
LRN0001320,EMP00612,C006,Advanced Analytics,0,2025-08-02,2025-11-02,2025-09-28,Completed,57.0,0,Operations,Netherlands
LRN0001321,EMP00613,C003,Data Protection,1,2025-05-23,2025-07-01,2025-06-21,Completed,29.0,0,Customer Support,France
LRN0001322,EMP00614,C001,Code of Conduct,1,2025-06-11,2025-07-24,,Incomplete,,1,Operations,Germany
LRN0001323,EMP00614,C006,Advanced Analytics,0,2025-05-16,2025-08-11,,Incomplete,,1,Operations,Germany
LRN0001324,EMP00615,C003,Data Protection,1,2026-01-23,2026-03-06,,Incomplete,,1,Operations,UK
LRN0001325,EMP00616,C004,Leadership Essentials,0,2025-03-01,2025-05-16,,Incomplete,,1,People,UK
LRN0001326,EMP00617,C003,Data Protection,1,2025-11-28,2026-01-03,2025-12-31,Completed,33.0,0,Supply Chain,France
LRN0001327,EMP00617,C005,Stakeholder Management,0,2025-06-30,2025-09-12,2025-08-03,Completed,34.0,0,Supply Chain,France
LRN0001328,EMP00617,C004,Leadership Essentials,0,2025-04-29,2025-07-20,,Incomplete,,1,Supply Chain,France
LRN0001329,EMP00618,C001,Code of Conduct,1,2026-02-28,2026-04-10,2026-03-28,Completed,28.0,0,Customer Support,UK
LRN0001330,EMP00618,C006,Advanced Analytics,0,2025-12-11,2026-02-19,,Incomplete,,1,Customer Support,UK
LRN0001331,EMP00618,C004,Leadership Essentials,0,2025-01-22,2025-04-10,,Incomplete,,1,Customer Support,UK
LRN0001332,EMP00619,C002,Health and Safety,1,2025-02-22,2025-03-24,,Incomplete,,1,Operations,UK
LRN0001333,EMP00619,C006,Advanced Analytics,0,2025-09-08,2025-11-17,,Incomplete,,1,Operations,UK
LRN0001334,EMP00620,C002,Health and Safety,1,2025-08-09,2025-09-20,2025-08-31,Completed,22.0,0,Supply Chain,France
LRN0001335,EMP00620,C005,Stakeholder Management,0,2025-10-19,2025-12-29,2025-11-15,Completed,27.0,0,Supply Chain,France
LRN0001336,EMP00621,C001,Code of Conduct,1,2025-01-29,2025-03-07,2025-02-12,Completed,14.0,0,Customer Support,UK
LRN0001337,EMP00622,C004,Leadership Essentials,0,2025-06-02,2025-08-29,2025-06-25,Completed,23.0,0,Operations,Germany
LRN0001338,EMP00623,C001,Code of Conduct,1,2025-11-08,2025-12-20,,Incomplete,,1,Supply Chain,France
LRN0001339,EMP00623,C006,Advanced Analytics,0,2025-11-24,2026-02-16,2025-12-03,Completed,9.0,0,Supply Chain,France
LRN0001340,EMP00624,C002,Health and Safety,1,2026-01-26,2026-02-22,,Incomplete,,1,Operations,France
LRN0001341,EMP00624,C004,Leadership Essentials,0,2025-08-30,2025-11-24,,Incomplete,,1,Operations,France
LRN0001342,EMP00625,C002,Health and Safety,1,2026-02-10,2026-03-10,2026-02-26,Completed,16.0,0,Operations,UK
LRN0001343,EMP00625,C006,Advanced Analytics,0,2025-05-23,2025-08-22,2025-06-26,Completed,34.0,0,Operations,UK
LRN0001344,EMP00626,C002,Health and Safety,1,2025-12-10,2026-01-29,2026-01-10,Completed,31.0,0,Supply Chain,UK
LRN0001345,EMP00627,C006,Advanced Analytics,0,2025-12-03,2026-03-02,,Incomplete,,1,Operations,Netherlands
LRN0001346,EMP00628,C005,Stakeholder Management,0,2025-06-11,2025-08-31,2025-07-30,Completed,49.0,0,Supply Chain,UK
LRN0001347,EMP00628,C004,Leadership Essentials,0,2025-04-07,2025-06-29,,Incomplete,,1,Supply Chain,UK
LRN0001348,EMP00629,C006,Advanced Analytics,0,2025-06-18,2025-09-08,2025-07-14,Completed,26.0,0,Technology,Netherlands
LRN0001349,EMP00629,C004,Leadership Essentials,0,2025-07-25,2025-10-23,2025-08-07,Completed,13.0,0,Technology,Netherlands
LRN0001350,EMP00629,C005,Stakeholder Management,0,2025-09-18,2025-12-04,,Incomplete,,1,Technology,Netherlands
LRN0001351,EMP00629,C002,Health and Safety,1,2025-04-02,2025-05-04,2025-04-04,Completed,2.0,0,Technology,Netherlands
LRN0001352,EMP00630,C002,Health and Safety,1,2025-01-09,2025-02-15,2025-02-25,Completed,47.0,0,Operations,UK
LRN0001353,EMP00631,C002,Health and Safety,1,2026-03-11,2026-04-05,,Incomplete,,0,Customer Support,UK
LRN0001354,EMP00631,C004,Leadership Essentials,0,2025-05-15,2025-08-10,2025-06-19,Completed,35.0,0,Customer Support,UK
LRN0001355,EMP00632,C003,Data Protection,1,2025-09-03,2025-10-04,,Incomplete,,1,Operations,UK
LRN0001356,EMP00632,C005,Stakeholder Management,0,2026-01-07,2026-03-27,,Incomplete,,1,Operations,UK
LRN0001357,EMP00632,C004,Leadership Essentials,0,2026-03-22,2026-06-20,2026-03-31,Completed,9.0,0,Operations,UK
LRN0001358,EMP00633,C001,Code of Conduct,1,2026-03-25,2026-04-27,2026-03-31,Completed,6.0,0,Operations,Ireland
LRN0001359,EMP00634,C002,Health and Safety,1,2025-06-02,2025-07-08,2025-06-15,Completed,13.0,0,Technology,UK
LRN0001360,EMP00635,C002,Health and Safety,1,2025-07-16,2025-08-25,2025-07-27,Completed,11.0,0,Operations,Ireland
LRN0001361,EMP00635,C004,Leadership Essentials,0,2025-11-24,2026-02-09,,Incomplete,,1,Operations,Ireland
LRN0001362,EMP00635,C005,Stakeholder Management,0,2025-09-08,2025-11-28,,Incomplete,,1,Operations,Ireland
LRN0001363,EMP00636,C004,Leadership Essentials,0,2025-11-20,2026-02-14,2025-12-24,Completed,34.0,0,Sales,Netherlands
LRN0001364,EMP00636,C005,Stakeholder Management,0,2026-01-30,2026-04-15,2026-03-01,Completed,30.0,0,Sales,Netherlands
LRN0001365,EMP00636,C006,Advanced Analytics,0,2025-07-12,2025-09-22,2025-08-03,Completed,22.0,0,Sales,Netherlands
LRN0001366,EMP00637,C004,Leadership Essentials,0,2026-02-28,2026-05-23,2026-03-31,Completed,31.0,0,Operations,UK
LRN0001367,EMP00637,C006,Advanced Analytics,0,2025-08-08,2025-10-20,,Incomplete,,1,Operations,UK
LRN0001368,EMP00637,C005,Stakeholder Management,0,2025-04-12,2025-07-05,,Incomplete,,1,Operations,UK
LRN0001369,EMP00638,C003,Data Protection,1,2025-05-02,2025-05-29,,Incomplete,,1,Operations,Germany
LRN0001370,EMP00638,C006,Advanced Analytics,0,2025-05-18,2025-08-17,,Incomplete,,1,Operations,Germany
LRN0001371,EMP00638,C005,Stakeholder Management,0,2025-12-03,2026-02-19,,Incomplete,,1,Operations,Germany
LRN0001372,EMP00639,C002,Health and Safety,1,2025-09-24,2025-11-06,,Incomplete,,1,Operations,Netherlands
LRN0001373,EMP00639,C005,Stakeholder Management,0,2026-02-08,2026-05-01,,Incomplete,,0,Operations,Netherlands
LRN0001374,EMP00639,C004,Leadership Essentials,0,2026-03-21,2026-06-14,,Incomplete,,0,Operations,Netherlands
LRN0001375,EMP00640,C001,Code of Conduct,1,2026-01-02,2026-02-10,2026-01-30,Completed,28.0,0,Customer Support,UK
LRN0001376,EMP00640,C004,Leadership Essentials,0,2025-06-23,2025-09-11,2025-07-18,Completed,25.0,0,Customer Support,UK
LRN0001377,EMP00640,C006,Advanced Analytics,0,2025-05-09,2025-08-02,,Incomplete,,1,Customer Support,UK
LRN0001378,EMP00641,C001,Code of Conduct,1,2025-10-26,2025-11-21,2025-11-10,Completed,15.0,0,Customer Support,UK
LRN0001379,EMP00641,C005,Stakeholder Management,0,2025-05-31,2025-08-11,,Incomplete,,1,Customer Support,UK
LRN0001380,EMP00642,C004,Leadership Essentials,0,2025-07-30,2025-10-23,2025-08-04,Completed,5.0,0,Finance,UK
LRN0001381,EMP00642,C005,Stakeholder Management,0,2025-10-02,2025-12-15,2025-10-09,Completed,7.0,0,Finance,UK
LRN0001382,EMP00642,C006,Advanced Analytics,0,2025-01-28,2025-05-01,2025-02-07,Completed,10.0,0,Finance,UK
LRN0001383,EMP00643,C004,Leadership Essentials,0,2025-04-27,2025-07-19,2025-05-05,Completed,8.0,0,People,UK
LRN0001384,EMP00643,C005,Stakeholder Management,0,2025-03-22,2025-06-24,2025-04-02,Completed,11.0,0,People,UK
LRN0001385,EMP00644,C003,Data Protection,1,2026-02-11,2026-03-23,2026-02-26,Completed,15.0,0,Technology,UK
LRN0001386,EMP00644,C004,Leadership Essentials,0,2025-04-18,2025-07-15,2025-05-08,Completed,20.0,0,Technology,UK
LRN0001387,EMP00644,C005,Stakeholder Management,0,2025-03-12,2025-06-09,2025-04-02,Completed,21.0,0,Technology,UK
LRN0001388,EMP00644,C006,Advanced Analytics,0,2025-08-16,2025-10-31,2025-08-23,Completed,7.0,0,Technology,UK
LRN0001389,EMP00645,C001,Code of Conduct,1,2025-12-22,2026-02-04,2026-01-02,Completed,11.0,0,Customer Support,UK
LRN0001390,EMP00645,C004,Leadership Essentials,0,2026-02-28,2026-05-21,,Incomplete,,0,Customer Support,UK
LRN0001391,EMP00646,C003,Data Protection,1,2025-08-08,2025-09-22,2025-08-25,Completed,17.0,0,Technology,France
LRN0001392,EMP00646,C005,Stakeholder Management,0,2025-01-24,2025-04-11,2025-02-21,Completed,28.0,0,Technology,France
LRN0001393,EMP00646,C004,Leadership Essentials,0,2025-04-15,2025-07-09,2025-05-03,Completed,18.0,0,Technology,France
LRN0001394,EMP00646,C006,Advanced Analytics,0,2025-02-28,2025-05-16,2025-03-14,Completed,14.0,0,Technology,France
LRN0001395,EMP00647,C002,Health and Safety,1,2025-05-24,2025-07-12,2025-05-28,Completed,4.0,0,Sales,Netherlands
LRN0001396,EMP00647,C004,Leadership Essentials,0,2025-04-18,2025-07-20,2025-05-15,Completed,27.0,0,Sales,Netherlands
LRN0001397,EMP00647,C006,Advanced Analytics,0,2025-11-26,2026-02-11,2025-12-30,Completed,34.0,0,Sales,Netherlands
LRN0001398,EMP00648,C003,Data Protection,1,2025-12-11,2026-01-20,,Incomplete,,1,Commercial,France
LRN0001399,EMP00648,C006,Advanced Analytics,0,2026-01-01,2026-03-23,2026-02-02,Completed,32.0,0,Commercial,France
LRN0001400,EMP00649,C002,Health and Safety,1,2026-01-30,2026-03-15,2026-02-16,Completed,17.0,0,Customer Support,UK
LRN0001401,EMP00649,C005,Stakeholder Management,0,2025-12-19,2026-03-05,,Incomplete,,1,Customer Support,UK
LRN0001402,EMP00650,C005,Stakeholder Management,0,2025-01-20,2025-04-09,,Incomplete,,1,Sales,Germany
LRN0001403,EMP00650,C004,Leadership Essentials,0,2025-02-10,2025-05-07,,Incomplete,,1,Sales,Germany
LRN0001404,EMP00651,C002,Health and Safety,1,2026-01-11,2026-02-18,2026-02-02,Completed,22.0,0,Operations,UK
LRN0001405,EMP00651,C004,Leadership Essentials,0,2025-02-14,2025-05-13,2025-03-30,Completed,44.0,0,Operations,UK
LRN0001406,EMP00651,C006,Advanced Analytics,0,2026-01-12,2026-04-16,,Incomplete,,0,Operations,UK
LRN0001407,EMP00652,C003,Data Protection,1,2025-10-15,2025-11-26,,Incomplete,,1,Sales,France
LRN0001408,EMP00653,C003,Data Protection,1,2025-04-03,2025-04-28,2025-04-10,Completed,7.0,0,Technology,UK
LRN0001409,EMP00653,C005,Stakeholder Management,0,2025-10-18,2026-01-19,,Incomplete,,1,Technology,UK
LRN0001410,EMP00654,C001,Code of Conduct,1,2025-12-10,2026-01-10,2025-12-18,Completed,8.0,0,Technology,UK
LRN0001411,EMP00655,C005,Stakeholder Management,0,2025-11-02,2026-01-13,2025-11-14,Completed,12.0,0,People,UK
LRN0001412,EMP00655,C004,Leadership Essentials,0,2026-01-15,2026-04-17,2026-01-22,Completed,7.0,0,People,UK
LRN0001413,EMP00656,C002,Health and Safety,1,2025-12-04,2025-12-29,2025-12-17,Completed,13.0,0,Technology,France
LRN0001414,EMP00656,C005,Stakeholder Management,0,2025-05-14,2025-07-24,2025-06-08,Completed,25.0,0,Technology,France
LRN0001415,EMP00656,C006,Advanced Analytics,0,2025-09-20,2025-12-03,2025-09-27,Completed,7.0,0,Technology,France
LRN0001416,EMP00657,C005,Stakeholder Management,0,2026-02-08,2026-05-06,,Incomplete,,0,Operations,UK
LRN0001417,EMP00657,C004,Leadership Essentials,0,2025-10-25,2026-01-06,,Incomplete,,1,Operations,UK
LRN0001418,EMP00657,C006,Advanced Analytics,0,2025-06-14,2025-09-10,2025-08-06,Completed,53.0,0,Operations,UK
LRN0001419,EMP00658,C004,Leadership Essentials,0,2025-05-05,2025-08-04,2025-05-13,Completed,8.0,0,Sales,UK
LRN0001420,EMP00658,C006,Advanced Analytics,0,2025-08-01,2025-10-22,2025-08-18,Completed,17.0,0,Sales,UK
LRN0001421,EMP00658,C005,Stakeholder Management,0,2025-06-15,2025-09-06,2025-06-21,Completed,6.0,0,Sales,UK
LRN0001422,EMP00658,C001,Code of Conduct,1,2025-12-11,2026-01-29,2025-12-31,Completed,20.0,0,Sales,UK
LRN0001423,EMP00659,C002,Health and Safety,1,2026-01-23,2026-03-12,2026-02-02,Completed,10.0,0,Operations,UK
LRN0001424,EMP00659,C005,Stakeholder Management,0,2026-03-08,2026-06-06,2026-03-31,Completed,23.0,0,Operations,UK
LRN0001425,EMP00659,C006,Advanced Analytics,0,2026-01-15,2026-04-16,,Incomplete,,0,Operations,UK
LRN0001426,EMP00660,C002,Health and Safety,1,2025-02-13,2025-03-14,2025-03-07,Completed,22.0,0,Supply Chain,UK
