survey_id,employee_id,survey_date,country,department,engagement_score,wellbeing_score,manager_support_score,career_growth_score,inclusion_score,intent_to_leave_flag
SRV0002287,EMP00763,2025-03-31,UK,Customer Support,75.4,69.4,69.2,56.8,66.5,0
SRV0002288,EMP00763,2025-09-30,UK,Customer Support,69.7,67.0,73.1,62.9,62.4,0
SRV0002289,EMP00763,2026-03-31,UK,Customer Support,71.9,61.0,59.1,63.0,59.1,0
SRV0002290,EMP00764,2025-03-31,Germany,Operations,45.2,39.9,45.7,42.7,60.8,0
SRV0002291,EMP00764,2025-09-30,Germany,Operations,42.8,38.4,49.9,36.2,54.0,1
SRV0002292,EMP00764,2026-03-31,Germany,Operations,36.9,24.7,49.5,31.7,61.2,1
SRV0002293,EMP00765,2025-03-31,UK,Customer Support,78.9,58.7,61.1,67.0,60.3,0
SRV0002294,EMP00765,2025-09-30,UK,Customer Support,68.8,58.4,59.2,65.4,63.9,0
SRV0002295,EMP00765,2026-03-31,UK,Customer Support,66.9,58.1,57.9,63.2,68.9,0
SRV0002296,EMP00766,2025-03-31,UK,Customer Support,57.1,58.6,64.0,50.2,62.8,0
SRV0002297,EMP00766,2025-09-30,UK,Customer Support,56.3,59.4,65.3,56.4,62.9,0
SRV0002298,EMP00766,2026-03-31,UK,Customer Support,57.3,58.4,68.0,45.0,63.6,1
SRV0002299,EMP00767,2025-03-31,Germany,Supply Chain,33.7,36.7,49.1,34.2,58.5,0
SRV0002300,EMP00767,2025-09-30,Germany,Supply Chain,36.2,38.6,51.8,40.3,56.0,1
SRV0002301,EMP00767,2026-03-31,Germany,Supply Chain,40.6,25.4,47.2,43.7,56.6,1
SRV0002302,EMP00768,2025-03-31,Germany,Supply Chain,38.6,29.0,47.2,47.9,61.2,1
SRV0002303,EMP00768,2025-09-30,Germany,Supply Chain,43.5,41.6,46.3,35.2,57.0,0
SRV0002304,EMP00768,2026-03-31,Germany,Supply Chain,31.5,34.1,47.6,49.0,61.2,0
SRV0002305,EMP00769,2025-03-31,UK,Customer Support,79.4,67.2,58.4,69.0,59.9,0
SRV0002306,EMP00769,2025-09-30,UK,Customer Support,78.8,56.2,62.4,66.4,70.8,0
SRV0002307,EMP00769,2026-03-31,UK,Customer Support,70.2,57.1,59.0,65.2,67.1,0
SRV0002308,EMP00770,2025-03-31,France,Operations,49.1,43.0,60.5,36.0,57.6,1
SRV0002309,EMP00770,2025-09-30,France,Operations,43.2,39.6,59.3,49.6,58.1,1
SRV0002310,EMP00770,2026-03-31,France,Operations,43.0,35.0,47.8,41.2,51.6,1
SRV0002311,EMP00771,2025-03-31,Germany,Supply Chain,35.5,45.7,47.4,35.8,53.6,0
SRV0002312,EMP00771,2025-09-30,Germany,Supply Chain,36.0,39.2,47.0,45.5,61.8,1
SRV0002313,EMP00771,2026-03-31,Germany,Supply Chain,34.6,34.3,42.7,48.7,53.1,1
SRV0002314,EMP00772,2025-03-31,France,Operations,41.4,36.4,52.3,36.1,56.2,0
SRV0002315,EMP00772,2025-09-30,France,Operations,37.9,46.0,58.3,43.7,51.3,1
SRV0002316,EMP00772,2026-03-31,France,Operations,35.3,42.0,55.4,35.2,58.2,1
SRV0002317,EMP00773,2025-03-31,UK,Supply Chain,63.7,54.5,67.8,63.5,59.3,0
SRV0002318,EMP00773,2025-09-30,UK,Supply Chain,59.9,60.2,63.2,59.7,60.9,0
SRV0002319,EMP00773,2026-03-31,UK,Supply Chain,70.0,51.5,55.4,63.7,63.9,0
SRV0002320,EMP00774,2025-03-31,UK,Operations,42.8,39.9,64.9,41.4,57.3,0
SRV0002321,EMP00774,2025-09-30,UK,Operations,45.1,43.9,56.8,44.5,55.8,1
SRV0002322,EMP00774,2026-03-31,UK,Operations,41.9,33.5,50.4,49.0,61.9,0
SRV0002323,EMP00775,2025-03-31,France,Operations,44.7,47.1,60.4,33.9,62.6,0
SRV0002324,EMP00775,2025-09-30,France,Operations,43.6,33.4,51.0,43.5,53.6,0
SRV0002325,EMP00775,2026-03-31,France,Operations,40.4,35.0,47.3,46.0,58.4,1
SRV0002326,EMP00776,2025-03-31,Germany,Customer Support,56.7,45.3,63.7,46.1,55.9,0
SRV0002327,EMP00776,2025-09-30,Germany,Customer Support,64.6,48.1,52.4,54.4,64.5,0
SRV0002328,EMP00776,2026-03-31,Germany,Customer Support,51.5,43.0,61.6,55.6,52.8,0
SRV0002329,EMP00777,2025-03-31,UK,Operations,60.6,62.9,55.0,58.5,63.4,1
SRV0002330,EMP00777,2025-09-30,UK,Operations,67.1,61.9,55.9,62.3,55.7,0
SRV0002331,EMP00777,2026-03-31,UK,Operations,60.4,54.9,52.5,50.3,59.6,0
SRV0002332,EMP00778,2025-03-31,UK,Supply Chain,53.5,46.5,59.6,47.8,69.9,0
SRV0002333,EMP00778,2025-09-30,UK,Supply Chain,57.5,47.4,53.4,55.8,57.4,1
SRV0002334,EMP00778,2026-03-31,UK,Supply Chain,51.0,54.2,55.6,62.0,59.0,0
SRV0002335,EMP00779,2025-03-31,UK,Supply Chain,62.2,56.3,68.4,66.3,64.9,0
SRV0002336,EMP00779,2025-09-30,UK,Supply Chain,72.8,51.9,57.0,65.7,69.2,0
SRV0002337,EMP00779,2026-03-31,UK,Supply Chain,58.2,61.7,60.5,53.0,67.5,1
SRV0002338,EMP00780,2025-03-31,Netherlands,Commercial,88.6,66.7,70.7,76.5,64.7,0
SRV0002339,EMP00780,2025-09-30,Netherlands,Commercial,80.4,69.7,72.0,75.9,70.3,0
SRV0002340,EMP00780,2026-03-31,Netherlands,Commercial,82.4,68.9,74.9,76.0,73.0,0
SRV0002341,EMP00781,2025-03-31,Germany,Sales,46.3,38.5,63.0,51.8,60.2,1
SRV0002342,EMP00781,2025-09-30,Germany,Sales,56.0,46.4,66.7,55.0,56.7,0
SRV0002343,EMP00781,2026-03-31,Germany,Sales,51.2,35.3,57.4,52.7,55.9,0
SRV0002344,EMP00782,2025-03-31,UK,Technology,81.7,73.5,65.4,80.3,71.0,0
SRV0002345,EMP00782,2025-09-30,UK,Technology,84.0,75.8,68.7,69.5,62.4,0
SRV0002346,EMP00782,2026-03-31,UK,Technology,71.1,70.5,78.0,73.8,72.3,0
SRV0002347,EMP00783,2025-03-31,UK,Commercial,77.4,74.8,70.3,65.4,68.0,0
SRV0002348,EMP00783,2025-09-30,UK,Commercial,74.8,70.3,62.6,78.7,70.7,0
SRV0002349,EMP00783,2026-03-31,UK,Commercial,76.1,73.7,73.9,75.7,65.7,0
SRV0002350,EMP00784,2025-03-31,UK,Operations,64.7,48.2,52.4,53.5,57.2,1
SRV0002351,EMP00784,2025-09-30,UK,Operations,60.2,58.9,62.4,47.9,55.9,0
SRV0002352,EMP00784,2026-03-31,UK,Operations,56.4,55.1,57.8,47.7,67.7,0
SRV0002353,EMP00785,2025-03-31,UK,Technology,72.6,63.5,73.5,76.3,71.7,0
SRV0002354,EMP00785,2025-09-30,UK,Technology,74.9,71.6,79.1,70.7,65.3,0
SRV0002355,EMP00785,2026-03-31,UK,Technology,71.8,68.9,71.9,68.2,68.5,0
SRV0002356,EMP00786,2025-03-31,UK,Supply Chain,67.5,62.7,62.8,57.3,59.8,0
SRV0002357,EMP00786,2025-09-30,UK,Supply Chain,62.2,45.0,57.2,54.0,60.5,1
SRV0002358,EMP00786,2026-03-31,UK,Supply Chain,52.1,60.0,51.6,52.6,61.7,0
SRV0002359,EMP00787,2025-03-31,UK,Operations,52.7,50.5,60.7,50.4,56.6,1
SRV0002360,EMP00787,2025-09-30,UK,Operations,47.5,54.2,61.8,43.8,54.4,0
SRV0002361,EMP00787,2026-03-31,UK,Operations,56.3,42.4,60.9,50.9,67.7,1
SRV0002362,EMP00788,2025-03-31,Germany,Customer Support,38.5,34.9,48.2,46.0,48.6,0
SRV0002363,EMP00788,2025-09-30,Germany,Customer Support,30.9,27.1,53.6,34.8,52.8,1
SRV0002364,EMP00788,2026-03-31,Germany,Customer Support,27.0,35.1,49.9,45.9,55.0,1
SRV0002365,EMP00789,2025-03-31,UK,Supply Chain,58.7,47.7,68.4,49.8,61.5,0
SRV0002366,EMP00789,2025-09-30,UK,Supply Chain,59.4,51.0,60.1,56.7,69.8,1
SRV0002367,EMP00789,2026-03-31,UK,Supply Chain,59.5,49.7,57.4,57.6,58.3,0
SRV0002368,EMP00790,2025-03-31,Germany,Sales,46.2,31.5,49.5,51.2,58.7,0
SRV0002369,EMP00790,2025-09-30,Germany,Sales,51.4,46.7,55.0,51.2,53.7,0
SRV0002370,EMP00790,2026-03-31,Germany,Sales,43.2,42.2,44.1,48.3,49.4,0
SRV0002371,EMP00791,2025-03-31,Germany,Operations,53.1,44.3,48.2,43.9,61.6,1
SRV0002372,EMP00791,2025-09-30,Germany,Operations,37.6,35.5,46.5,49.4,51.3,1
SRV0002373,EMP00791,2026-03-31,Germany,Operations,41.5,26.5,50.1,36.4,61.8,1
SRV0002374,EMP00792,2025-03-31,UK,Sales,66.2,48.0,69.2,59.8,69.7,0
SRV0002375,EMP00792,2025-09-30,UK,Sales,59.0,49.0,69.0,52.8,70.1,0
SRV0002376,EMP00792,2026-03-31,UK,Sales,63.4,64.9,68.1,53.0,70.9,1
SRV0002377,EMP00793,2025-03-31,France,Sales,72.6,58.1,55.5,70.5,57.2,0
SRV0002378,EMP00793,2025-09-30,France,Sales,64.0,56.4,65.9,72.0,67.3,0
SRV0002379,EMP00793,2026-03-31,France,Sales,75.7,58.1,63.5,71.4,63.8,1
SRV0002380,EMP00794,2025-03-31,UK,Commercial,74.0,76.2,64.7,65.1,71.4,0
SRV0002381,EMP00794,2025-09-30,UK,Commercial,80.2,68.0,68.2,73.7,65.9,0
SRV0002382,EMP00794,2026-03-31,UK,Commercial,78.3,64.7,70.4,80.0,70.4,0
SRV0002383,EMP00795,2025-03-31,UK,Customer Support,74.6,67.8,67.7,58.3,69.0,0
SRV0002384,EMP00795,2025-09-30,UK,Customer Support,71.5,71.9,59.6,69.3,61.3,1
SRV0002385,EMP00795,2026-03-31,UK,Customer Support,65.4,57.2,62.1,61.3,58.2,0
SRV0002386,EMP00796,2025-03-31,Germany,Operations,62.0,44.5,47.2,55.4,55.5,1
SRV0002387,EMP00796,2025-09-30,Germany,Operations,58.9,33.3,52.2,45.2,48.7,1
SRV0002388,EMP00796,2026-03-31,Germany,Operations,57.4,43.5,53.4,41.9,53.3,0
SRV0002389,EMP00797,2025-03-31,UK,Supply Chain,46.6,44.9,60.0,53.7,59.1,1
SRV0002390,EMP00797,2025-09-30,UK,Supply Chain,46.5,49.6,57.8,51.4,56.6,1
SRV0002391,EMP00797,2026-03-31,UK,Supply Chain,54.1,40.8,55.4,52.1,58.4,0
SRV0002392,EMP00798,2025-03-31,Germany,Operations,31.5,17.1,46.8,31.6,46.6,1
SRV0002393,EMP00798,2025-09-30,Germany,Operations,33.8,24.8,41.7,32.9,49.5,1
SRV0002394,EMP00798,2026-03-31,Germany,Operations,21.4,12.6,46.5,29.2,52.7,1
SRV0002395,EMP00799,2025-03-31,UK,Supply Chain,66.9,52.7,68.8,63.8,57.3,1
SRV0002396,EMP00799,2025-09-30,UK,Supply Chain,61.3,46.0,65.5,64.7,69.2,0
SRV0002397,EMP00799,2026-03-31,UK,Supply Chain,53.7,51.7,60.2,49.8,57.7,1
SRV0002398,EMP00800,2025-03-31,UK,Customer Support,69.0,61.5,63.4,63.9,65.9,1
SRV0002399,EMP00800,2025-09-30,UK,Customer Support,60.5,55.5,65.0,63.3,71.5,0
SRV0002400,EMP00800,2026-03-31,UK,Customer Support,59.8,57.1,58.1,54.0,61.5,0
SRV0002401,EMP00801,2025-03-31,UK,People,88.5,76.0,72.1,74.1,73.5,0
SRV0002402,EMP00801,2025-09-30,UK,People,86.8,87.5,84.6,75.8,74.9,0
SRV0002403,EMP00801,2026-03-31,UK,People,92.1,86.8,81.9,83.1,82.4,0
SRV0002404,EMP00802,2025-03-31,UK,Supply Chain,50.1,50.6,55.0,60.8,55.0,0
SRV0002405,EMP00802,2025-09-30,UK,Supply Chain,54.7,48.2,49.3,56.4,62.3,0
SRV0002406,EMP00802,2026-03-31,UK,Supply Chain,54.2,42.8,57.9,57.2,50.6,0
SRV0002407,EMP00803,2025-03-31,UK,Operations,57.4,43.7,58.1,49.3,54.1,0
SRV0002408,EMP00803,2025-09-30,UK,Operations,59.9,54.5,56.0,57.9,60.5,0
SRV0002409,EMP00803,2026-03-31,UK,Operations,63.2,54.9,56.5,59.6,60.9,0
SRV0002410,EMP00804,2025-03-31,UK,Supply Chain,62.9,66.7,60.5,63.6,58.5,1
SRV0002411,EMP00804,2025-09-30,UK,Supply Chain,60.9,62.9,59.8,60.1,61.3,0
SRV0002412,EMP00804,2026-03-31,UK,Supply Chain,57.1,51.9,56.9,64.6,67.5,0
SRV0002413,EMP00805,2025-03-31,Germany,People,74.0,63.4,69.9,66.7,74.7,1
SRV0002414,EMP00805,2025-09-30,Germany,People,76.0,60.8,68.9,68.8,70.4,0
SRV0002415,EMP00805,2026-03-31,Germany,People,79.2,61.9,78.0,60.8,68.6,0
SRV0002416,EMP00806,2025-03-31,UK,Finance,82.1,67.2,68.1,64.8,69.8,0
SRV0002417,EMP00806,2025-09-30,UK,Finance,74.6,75.4,77.6,71.4,73.8,0
SRV0002418,EMP00806,2026-03-31,UK,Finance,86.5,85.8,71.8,68.4,74.8,0
SRV0002419,EMP00807,2025-03-31,Ireland,Technology,71.6,75.3,74.1,75.5,63.1,0
SRV0002420,EMP00807,2025-09-30,Ireland,Technology,79.5,74.0,71.7,82.5,61.8,0
SRV0002421,EMP00807,2026-03-31,Ireland,Technology,72.0,72.4,67.6,80.1,60.5,0
SRV0002422,EMP00808,2025-03-31,UK,Finance,91.9,84.6,77.3,74.2,69.2,0
SRV0002423,EMP00808,2025-09-30,UK,Finance,84.0,87.4,73.8,83.9,73.4,0
SRV0002424,EMP00808,2026-03-31,UK,Finance,83.5,84.8,70.9,84.2,75.3,0
SRV0002425,EMP00809,2025-03-31,France,Supply Chain,64.2,46.0,57.5,54.8,54.2,0
SRV0002426,EMP00809,2025-09-30,France,Supply Chain,51.7,38.2,53.0,55.2,49.4,1
SRV0002427,EMP00809,2026-03-31,France,Supply Chain,60.0,45.2,54.1,60.2,60.9,0
SRV0002428,EMP00810,2025-03-31,UK,Commercial,86.7,62.3,67.1,69.9,74.8,0
SRV0002429,EMP00810,2025-09-30,UK,Commercial,79.9,64.9,65.2,74.4,70.0,0
SRV0002430,EMP00810,2026-03-31,UK,Commercial,73.7,69.8,67.6,78.6,64.0,0
SRV0002431,EMP00811,2025-03-31,UK,Operations,67.8,48.8,61.1,59.7,58.3,0
SRV0002432,EMP00811,2025-09-30,UK,Operations,64.6,56.8,61.7,57.7,57.3,1
SRV0002433,EMP00811,2026-03-31,UK,Operations,59.7,51.2,63.3,59.7,63.2,1
SRV0002434,EMP00812,2025-03-31,UK,Operations,60.1,41.0,62.1,42.8,66.0,1
SRV0002435,EMP00812,2025-09-30,UK,Operations,46.0,48.6,58.6,46.4,65.5,0
SRV0002436,EMP00812,2026-03-31,UK,Operations,51.3,36.6,48.6,51.5,60.2,1
SRV0002437,EMP00813,2025-03-31,France,Sales,57.2,56.7,63.9,58.0,66.6,0
SRV0002438,EMP00813,2025-09-30,France,Sales,54.8,58.8,60.6,63.7,63.2,0
SRV0002439,EMP00813,2026-03-31,France,Sales,60.7,47.7,59.4,60.5,64.3,0
SRV0002440,EMP00814,2025-03-31,France,Commercial,73.8,67.3,66.5,63.2,59.8,0
SRV0002441,EMP00814,2025-09-30,France,Commercial,80.9,60.6,69.4,65.0,69.2,1
SRV0002442,EMP00814,2026-03-31,France,Commercial,68.5,57.4,66.4,63.3,69.8,0
SRV0002443,EMP00815,2025-03-31,Netherlands,Commercial,91.3,67.9,72.3,71.1,67.1,0
SRV0002444,EMP00815,2025-09-30,Netherlands,Commercial,88.1,76.2,78.2,72.7,70.9,0
SRV0002445,EMP00815,2026-03-31,Netherlands,Commercial,82.8,73.2,68.9,68.0,67.9,0
SRV0002446,EMP00816,2025-03-31,UK,Finance,84.9,80.1,72.1,71.1,73.7,0
SRV0002447,EMP00816,2025-09-30,UK,Finance,93.3,75.8,82.4,83.3,71.7,0
SRV0002448,EMP00816,2026-03-31,UK,Finance,88.3,85.5,71.8,70.8,67.5,0
SRV0002449,EMP00817,2025-03-31,Ireland,Sales,61.0,60.1,67.2,50.9,62.0,0
SRV0002450,EMP00817,2025-09-30,Ireland,Sales,65.0,62.7,57.5,65.5,65.9,0
SRV0002451,EMP00817,2026-03-31,Ireland,Sales,64.6,47.4,63.1,58.7,66.2,0
SRV0002452,EMP00818,2025-03-31,Ireland,Technology,77.6,60.4,61.5,77.4,62.7,0
SRV0002453,EMP00818,2025-09-30,Ireland,Technology,79.8,73.9,74.6,80.1,59.8,0
SRV0002454,EMP00818,2026-03-31,Ireland,Technology,80.7,70.7,69.1,74.7,65.0,0
SRV0002455,EMP00819,2025-03-31,Netherlands,Sales,88.3,65.9,66.2,79.4,62.6,0
SRV0002456,EMP00819,2025-09-30,Netherlands,Sales,89.1,73.2,66.7,65.3,69.8,0
SRV0002457,EMP00819,2026-03-31,Netherlands,Sales,77.6,65.8,76.4,78.0,65.5,0
SRV0002458,EMP00820,2025-03-31,UK,Operations,71.8,50.0,59.3,53.9,54.9,1
SRV0002459,EMP00820,2025-09-30,UK,Operations,59.9,59.8,61.2,49.5,65.4,0
SRV0002460,EMP00820,2026-03-31,UK,Operations,66.7,49.2,55.1,51.5,63.6,0
SRV0002461,EMP00821,2025-03-31,UK,Sales,79.1,74.8,60.5,73.7,64.1,1
SRV0002462,EMP00821,2025-09-30,UK,Sales,79.6,74.9,64.5,75.4,64.5,0
SRV0002463,EMP00821,2026-03-31,UK,Sales,78.4,62.3,66.5,72.8,68.1,0
SRV0002464,EMP00822,2025-03-31,France,Operations,46.7,45.3,62.2,35.0,60.5,1
SRV0002465,EMP00822,2025-09-30,France,Operations,37.9,40.2,59.8,33.8,58.9,0
SRV0002466,EMP00822,2026-03-31,France,Operations,35.5,30.0,53.1,38.6,62.8,1
SRV0002467,EMP00823,2025-03-31,France,People,79.2,68.9,80.9,64.0,80.1,0
SRV0002468,EMP00823,2025-09-30,France,People,68.3,62.1,69.2,74.0,71.9,0
SRV0002469,EMP00823,2026-03-31,France,People,71.3,75.5,76.7,68.6,70.0,0
SRV0002470,EMP00824,2025-03-31,France,Operations,24.4,23.7,43.9,30.0,57.0,1
SRV0002471,EMP00824,2025-09-30,France,Operations,22.1,30.4,41.7,35.5,47.3,1
SRV0002472,EMP00824,2026-03-31,France,Operations,28.0,23.7,45.8,39.7,51.2,1
SRV0002473,EMP00825,2025-03-31,Germany,Customer Support,45.6,38.1,55.5,51.6,62.8,0
SRV0002474,EMP00825,2025-09-30,Germany,Customer Support,52.1,46.8,51.5,43.0,55.5,0
SRV0002475,EMP00825,2026-03-31,Germany,Customer Support,55.8,53.5,54.0,45.8,63.0,0
SRV0002476,EMP00826,2025-03-31,UK,Operations,34.1,27.6,47.2,40.2,54.5,1
SRV0002477,EMP00826,2025-09-30,UK,Operations,29.4,32.0,49.0,40.5,59.6,1
SRV0002478,EMP00826,2026-03-31,UK,Operations,26.3,36.3,43.4,49.6,48.7,0
SRV0002479,EMP00827,2025-03-31,UK,Operations,51.5,46.9,60.8,48.9,66.7,0
SRV0002480,EMP00827,2025-09-30,UK,Operations,53.0,42.0,62.1,55.3,63.7,1
SRV0002481,EMP00827,2026-03-31,UK,Operations,55.3,42.3,48.3,43.5,58.1,1
SRV0002482,EMP00828,2025-03-31,UK,Operations,44.0,41.0,64.6,40.1,55.7,0
SRV0002483,EMP00828,2025-09-30,UK,Operations,51.3,38.5,52.9,42.1,58.4,0
SRV0002484,EMP00828,2026-03-31,UK,Operations,45.1,41.6,48.6,43.6,64.4,0
SRV0002485,EMP00829,2025-03-31,France,Operations,66.8,41.9,57.9,58.8,59.8,1
SRV0002486,EMP00829,2025-09-30,France,Operations,52.9,53.6,61.3,59.3,62.7,0
SRV0002487,EMP00829,2026-03-31,France,Operations,63.2,41.4,51.4,54.3,56.5,1
SRV0002488,EMP00830,2025-03-31,Germany,Sales,60.4,57.6,55.0,58.4,65.2,1
SRV0002489,EMP00830,2025-09-30,Germany,Sales,53.2,49.8,59.8,53.1,54.1,0
SRV0002490,EMP00830,2026-03-31,Germany,Sales,57.0,55.1,52.6,64.5,56.2,0
SRV0002491,EMP00831,2025-03-31,UK,Technology,74.4,77.6,74.2,70.6,75.2,0
SRV0002492,EMP00831,2025-09-30,UK,Technology,81.2,63.0,72.5,80.4,75.1,0
SRV0002493,EMP00831,2026-03-31,UK,Technology,70.2,80.9,77.5,72.9,62.5,0
SRV0002494,EMP00832,2025-03-31,France,Finance,71.7,75.4,59.4,75.7,58.8,0
SRV0002495,EMP00832,2025-09-30,France,Finance,72.3,61.1,59.0,68.0,65.1,0
SRV0002496,EMP00832,2026-03-31,France,Finance,77.3,79.2,63.9,74.9,58.5,0
SRV0002497,EMP00833,2025-03-31,Ireland,Operations,43.3,46.9,52.0,41.4,58.0,1
SRV0002498,EMP00833,2025-09-30,Ireland,Operations,34.0,42.1,52.8,34.9,52.1,0
SRV0002499,EMP00833,2026-03-31,Ireland,Operations,43.2,37.7,58.4,44.0,61.2,1
SRV0002500,EMP00834,2025-03-31,Germany,Supply Chain,33.7,33.5,57.3,34.5,55.1,1
SRV0002501,EMP00834,2025-09-30,Germany,Supply Chain,29.1,35.1,49.3,42.9,53.3,0
SRV0002502,EMP00834,2026-03-31,Germany,Supply Chain,29.0,35.5,52.2,38.4,56.0,1
SRV0002503,EMP00835,2025-03-31,Germany,Commercial,60.7,55.3,53.1,60.4,67.4,0
SRV0002504,EMP00835,2025-09-30,Germany,Commercial,66.4,64.6,62.7,61.0,66.3,0
SRV0002505,EMP00835,2026-03-31,Germany,Commercial,69.7,56.4,52.2,72.7,58.4,1
SRV0002506,EMP00836,2025-03-31,UK,Commercial,76.5,74.7,68.4,65.7,72.9,0
SRV0002507,EMP00836,2025-09-30,UK,Commercial,76.0,76.9,69.8,79.8,72.2,0
SRV0002508,EMP00836,2026-03-31,UK,Commercial,82.9,68.3,67.3,70.1,62.4,0
SRV0002509,EMP00837,2025-03-31,UK,Operations,43.7,37.3,54.0,39.8,55.9,1
SRV0002510,EMP00837,2025-09-30,UK,Operations,49.9,48.8,62.6,42.0,54.1,0
SRV0002511,EMP00837,2026-03-31,UK,Operations,46.7,37.6,54.3,45.5,66.4,1
SRV0002512,EMP00838,2025-03-31,Germany,Operations,27.9,33.1,54.9,30.5,60.7,1
SRV0002513,EMP00838,2025-09-30,Germany,Operations,27.1,29.6,42.8,35.8,58.6,0
SRV0002514,EMP00838,2026-03-31,Germany,Operations,21.9,17.8,40.8,28.6,57.4,0
SRV0002515,EMP00839,2025-03-31,UK,Sales,83.8,72.4,71.7,73.6,62.3,0
SRV0002516,EMP00839,2025-09-30,UK,Sales,81.4,74.8,74.9,71.9,70.8,0
SRV0002517,EMP00839,2026-03-31,UK,Sales,76.6,69.3,61.3,63.8,68.0,0
SRV0002518,EMP00840,2025-03-31,UK,Technology,67.9,63.5,75.6,61.7,68.9,0
SRV0002519,EMP00840,2025-09-30,UK,Technology,68.7,64.3,66.6,73.4,67.3,0
SRV0002520,EMP00840,2026-03-31,UK,Technology,64.5,68.4,70.4,70.9,62.4,0
SRV0002521,EMP00841,2025-03-31,UK,Supply Chain,52.8,50.5,58.6,49.1,56.1,0
SRV0002522,EMP00841,2025-09-30,UK,Supply Chain,54.5,58.1,63.6,57.0,66.1,0
SRV0002523,EMP00841,2026-03-31,UK,Supply Chain,53.9,42.2,58.1,62.5,67.1,1
SRV0002524,EMP00842,2025-03-31,Germany,Customer Support,47.5,43.1,57.3,48.4,62.9,0
SRV0002525,EMP00842,2025-09-30,Germany,Customer Support,53.4,48.3,52.5,48.6,64.0,0
SRV0002526,EMP00842,2026-03-31,Germany,Customer Support,52.7,50.2,55.9,57.5,54.9,0
SRV0002527,EMP00843,2025-03-31,Germany,Commercial,67.3,43.3,55.0,59.3,54.2,1
SRV0002528,EMP00843,2025-09-30,Germany,Commercial,60.9,49.9,59.7,62.1,51.9,1
SRV0002529,EMP00843,2026-03-31,Germany,Commercial,68.1,60.9,53.7,59.3,53.2,0
SRV0002530,EMP00844,2025-03-31,Germany,Customer Support,63.0,52.5,48.3,48.7,64.4,1
SRV0002531,EMP00844,2025-09-30,Germany,Customer Support,54.3,60.7,55.0,57.1,61.8,0
SRV0002532,EMP00844,2026-03-31,Germany,Customer Support,61.8,55.2,53.2,48.1,54.5,0
SRV0002533,EMP00845,2025-03-31,Germany,Operations,42.6,42.0,43.9,43.8,55.2,1
SRV0002534,EMP00845,2025-09-30,Germany,Operations,41.0,36.6,42.4,45.3,59.5,1
SRV0002535,EMP00845,2026-03-31,Germany,Operations,44.7,42.9,49.6,44.8,51.4,1
SRV0002536,EMP00846,2025-03-31,UK,Supply Chain,62.7,55.8,57.6,53.4,65.5,0
SRV0002537,EMP00846,2025-09-30,UK,Supply Chain,57.4,54.0,61.3,47.8,56.8,1
SRV0002538,EMP00846,2026-03-31,UK,Supply Chain,54.3,48.7,53.7,61.5,64.7,0
SRV0002539,EMP00847,2025-03-31,France,Customer Support,58.1,56.3,64.8,47.2,61.2,0
SRV0002540,EMP00847,2025-09-30,France,Customer Support,64.6,58.7,55.5,58.2,67.4,0
SRV0002541,EMP00847,2026-03-31,France,Customer Support,57.3,45.1,64.6,55.4,67.8,0
SRV0002542,EMP00848,2025-03-31,UK,Supply Chain,55.8,54.8,68.7,63.8,65.0,0
SRV0002543,EMP00848,2025-09-30,UK,Supply Chain,63.1,47.9,57.8,59.5,62.3,0
SRV0002544,EMP00848,2026-03-31,UK,Supply Chain,65.5,45.9,63.8,48.2,64.3,1
SRV0002545,EMP00849,2025-03-31,Germany,Sales,48.0,48.5,59.4,57.2,62.1,1
SRV0002546,EMP00849,2025-09-30,Germany,Sales,62.2,45.4,61.3,63.0,56.7,0
SRV0002547,EMP00849,2026-03-31,Germany,Sales,60.6,53.6,62.6,56.6,65.3,0
SRV0002548,EMP00850,2025-03-31,UK,Operations,52.0,47.7,67.1,54.8,58.2,1
SRV0002549,EMP00850,2025-09-30,UK,Operations,48.6,56.1,52.9,50.0,65.2,0
SRV0002550,EMP00850,2026-03-31,UK,Operations,53.4,39.9,50.3,43.6,57.4,1
SRV0002551,EMP00851,2025-03-31,UK,People,73.3,60.4,68.0,63.2,66.7,0
SRV0002552,EMP00851,2025-09-30,UK,People,72.5,75.4,69.2,70.1,71.7,0
SRV0002553,EMP00851,2026-03-31,UK,People,74.4,65.8,78.9,63.1,65.3,0
SRV0002554,EMP00852,2025-03-31,UK,Technology,88.9,81.1,75.9,77.8,67.6,0
SRV0002555,EMP00852,2025-09-30,UK,Technology,90.0,77.7,72.8,85.5,72.0,0
SRV0002556,EMP00852,2026-03-31,UK,Technology,88.1,79.8,73.1,73.4,70.6,0
SRV0002557,EMP00853,2025-03-31,Netherlands,Supply Chain,79.0,59.1,68.4,66.2,70.0,1
SRV0002558,EMP00853,2025-09-30,Netherlands,Supply Chain,72.4,67.8,61.7,69.8,67.4,0
SRV0002559,EMP00853,2026-03-31,Netherlands,Supply Chain,71.4,54.1,57.7,60.2,66.0,0
SRV0002560,EMP00854,2025-03-31,UK,Operations,41.0,52.0,54.0,41.8,56.6,0
SRV0002561,EMP00854,2025-09-30,UK,Operations,48.1,49.5,61.5,48.6,56.5,1
SRV0002562,EMP00854,2026-03-31,UK,Operations,45.9,46.4,51.8,52.4,64.6,1
SRV0002563,EMP00855,2025-03-31,Germany,People,76.8,68.7,68.6,67.0,69.4,0
